年,賞タイトル,賞,受賞・最終候補作,著者,出版,著者__受賞・最終候補作,key,追加日時,発表日,並べ順日付,ISBN10,複数受賞,calil,ImageURL,賞タイプ
2014,ネット小説大賞,第2回（2014年）受賞,異世界の役所でアルバイト始めました,硝子町玻璃,,硝子町玻璃__異世界の役所でアルバイト始めました,2014_ネット小説大賞_第2回（2014年）受賞_異世界の役所でアルバイト始めました_硝子町玻璃,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2014,ネット小説大賞,第2回（2014年）受賞,神様は異世界にお引越ししました,アマラ,,アマラ__神様は異世界にお引越ししました,2014_ネット小説大賞_第2回（2014年）受賞_神様は異世界にお引越ししました_アマラ,,,1900/01/01,4800230500,1,https://calil.jp/book/4800230500,https://images-na.ssl-images-amazon.com/images/P/4800230500.09.LZZZZZZZ,3受賞!
2014,ネット小説大賞,第2回（2014年）受賞,吸血姫は薔薇色の夢をみる,佐崎一路,,佐崎一路__吸血姫は薔薇色の夢をみる,2014_ネット小説大賞_第2回（2014年）受賞_吸血姫は薔薇色の夢をみる_佐崎一路,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2014,ネット小説大賞,第2回（2014年）受賞,サラリーマン中二病,山南葉,,山南葉__サラリーマン中二病,2014_ネット小説大賞_第2回（2014年）受賞_サラリーマン中二病_山南葉,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2014,ネット小説大賞,第2回（2014年）受賞,ヘヴンズ・コンストラクター,Lizreel（高山理図）,,Lizreel（高山理図）__ヘヴンズ・コンストラクター,2014_ネット小説大賞_第2回（2014年）受賞_ヘヴンズ・コンストラクター_Lizreel（高山理図）,,,1900/01/01,4775312952,1,https://calil.jp/book/4775312952,https://images-na.ssl-images-amazon.com/images/P/4775312952.09.LZZZZZZZ,3受賞!
2014,ネット小説大賞,第2回（2014年）受賞,ユグドラシルの樹の下で,paiちゃん,,paiちゃん__ユグドラシルの樹の下で,2014_ネット小説大賞_第2回（2014年）受賞_ユグドラシルの樹の下で_paiちゃん,,,1900/01/01,4800230543,1,https://calil.jp/book/4800230543,https://images-na.ssl-images-amazon.com/images/P/4800230543.09.LZZZZZZZ,3受賞!
2014,ネット小説大賞,第2回（2014年）追加受賞,宝石吐きのおんなのこ,なみあと,,なみあと__宝石吐きのおんなのこ,2014_ネット小説大賞_第2回（2014年）追加受賞_宝石吐きのおんなのこ_なみあと,,,1900/01/01,4865291326,1,https://calil.jp/book/4865291326,https://images-na.ssl-images-amazon.com/images/P/4865291326.09.LZZZZZZZ,3受賞!
2014,ネビュラ賞_長編小説部門,2014年 受賞,Ancillary Justice（叛逆航路）,アン・レッキー,受賞,アン・レッキー__Ancillary Justice（叛逆航路）,2014_ネビュラ賞_長編小説部門_2014年 受賞_Ancillary Justice（叛逆航路）_アン・レッキー,,,1900/01/01,4488758010,2,https://calil.jp/book/4488758010,https://images-na.ssl-images-amazon.com/images/P/4488758010.09.LZZZZZZZ,3受賞!
2014,ネビュラ賞_長編小説部門,2014年 候補,We Are All Completely Beside Ourselves（私たちが姉妹だったころ）,カレン・ジョイ・ファウラー,候補,カレン・ジョイ・ファウラー__We Are All Completely Beside Ourselves（私たちが姉妹だったころ）,2014_ネビュラ賞_長編小説部門_2014年 候補_We Are All Completely Beside Ourselves（私たちが姉妹だったころ）_カレン・ジョイ・ファウラー,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ネビュラ賞_長編小説部門,2014年 候補,The Ocean at the End of the Lane,ニール・ゲイマン,候補,ニール・ゲイマン__The Ocean at the End of the Lane,2014_ネビュラ賞_長編小説部門_2014年 候補_The Ocean at the End of the Lane_ニール・ゲイマン,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ネビュラ賞_長編小説部門,2014年 候補,Fire with Fire,チャールズ・E・ギャノン,候補,チャールズ・E・ギャノン__Fire with Fire,2014_ネビュラ賞_長編小説部門_2014年 候補_Fire with Fire_チャールズ・E・ギャノン,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ネビュラ賞_長編小説部門,2014年 候補,Hild,ニコラ・グリフィス,候補,ニコラ・グリフィス__Hild,2014_ネビュラ賞_長編小説部門_2014年 候補_Hild_ニコラ・グリフィス,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ネビュラ賞_長編小説部門,2014年 候補,The Red: First Light（接続戦闘分隊 暗闇のパトロール）,リンダ・ナガタ,候補,リンダ・ナガタ__The Red: First Light（接続戦闘分隊 暗闇のパトロール）,2014_ネビュラ賞_長編小説部門_2014年 候補_The Red: First Light（接続戦闘分隊 暗闇のパトロール）_リンダ・ナガタ,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ネビュラ賞_長編小説部門,2014年 候補,A Stranger in Olondria（図書館島）,ソフィア・サマター,候補,ソフィア・サマター__A Stranger in Olondria（図書館島）,2014_ネビュラ賞_長編小説部門_2014年 候補_A Stranger in Olondria（図書館島）_ソフィア・サマター,,,1900/01/01,4488016642,2,https://calil.jp/book/4488016642,https://images-na.ssl-images-amazon.com/images/P/4488016642.09.LZZZZZZZ,候補
2014,ネビュラ賞_長編小説部門,2014年 候補,The Golem and the Jinni,ヘレン・ウェッカー,候補,ヘレン・ウェッカー__The Golem and the Jinni,2014_ネビュラ賞_長編小説部門_2014年 候補_The Golem and the Jinni_ヘレン・ウェッカー,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ノベル大賞,第45回（2014年度） 大賞,はなもよう,杉元晶子,集英社,杉元晶子__はなもよう,2014_ノベル大賞_第45回（2014年度） 大賞_はなもよう_杉元晶子,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1大賞!
2014,ノベル大賞,第45回（2014年度） 佳作,背徳ソナタ,紙上ユキ,集英社,紙上ユキ__背徳ソナタ,2014_ノベル大賞_第45回（2014年度） 佳作_背徳ソナタ_紙上ユキ,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,佳作
2014,ハヤカワ・SFコンテスト,第2回（2014年）大賞,ニルヤの島,柴田勝家,2014年11月（ハヤカワSFシリーズ Jコレクション）,柴田勝家__ニルヤの島,2014_ハヤカワ・SFコンテスト_第2回（2014年）大賞_ニルヤの島_柴田勝家,,,1900/01/01,4152095040,1,https://calil.jp/book/4152095040,https://images-na.ssl-images-amazon.com/images/P/4152095040.09.LZZZZZZZ,1大賞!
2014,ハヤカワ・SFコンテスト,第2回（2014年）最終候補,母になる、石の礫で,倉田タカシ,2015年3月（ハヤカワSFシリーズ Jコレクション）,倉田タカシ__母になる、石の礫で,2014_ハヤカワ・SFコンテスト_第2回（2014年）最終候補_母になる、石の礫で_倉田タカシ,,,1900/01/01,4152095202,2,https://calil.jp/book/4152095202,https://images-na.ssl-images-amazon.com/images/P/4152095202.09.LZZZZZZZ,候補
2014,ハヤカワ・SFコンテスト,第2回（2014年）最終候補,月の王冠,梶原祐二,,梶原祐二__月の王冠,2014_ハヤカワ・SFコンテスト_第2回（2014年）最終候補_月の王冠_梶原祐二,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ハヤカワ・SFコンテスト,第2回（2014年）最終候補,鴉龍天晴,神々廻楽市,2014年12月（ハヤカワSFシリーズ Jコレクション）,神々廻楽市__鴉龍天晴,2014_ハヤカワ・SFコンテスト_第2回（2014年）最終候補_鴉龍天晴_神々廻楽市,,,1900/01/01,4152095083,1,https://calil.jp/book/4152095083,https://images-na.ssl-images-amazon.com/images/P/4152095083.09.LZZZZZZZ,候補
2014,ハヤカワ・SFコンテスト,第2回（2014年）最終候補,オルフェウスの妻,伏見完,,伏見完__オルフェウスの妻,2014_ハヤカワ・SFコンテスト_第2回（2014年）最終候補_オルフェウスの妻_伏見完,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ばらのまち福山ミステリー文学新人賞,第7回（2014年）受賞,たとえ世界に背いても,神谷一心,2015年5月 講談社,神谷一心__たとえ世界に背いても,2014_ばらのまち福山ミステリー文学新人賞_第7回（2014年）受賞_たとえ世界に背いても_神谷一心,,,1900/01/01,4062194953,1,https://calil.jp/book/4062194953,https://images-na.ssl-images-amazon.com/images/P/4062194953.09.LZZZZZZZ,3受賞!
2014,ばらのまち福山ミステリー文学新人賞,第7回（2014年）優秀作,ベンヤミン院長の古文書,金澤マリコ,2015年11月 原書房,金澤マリコ__ベンヤミン院長の古文書,2014_ばらのまち福山ミステリー文学新人賞_第7回（2014年）優秀作_ベンヤミン院長の古文書_金澤マリコ,,,1900/01/01,4562052619,1,https://calil.jp/book/4562052619,https://images-na.ssl-images-amazon.com/images/P/4562052619.09.LZZZZZZZ,4優秀賞!
2014,ばらのまち福山ミステリー文学新人賞,第7回（2014年）候補,巨大台風,小早川真彦,,小早川真彦__巨大台風,2014_ばらのまち福山ミステリー文学新人賞_第7回（2014年）候補_巨大台風_小早川真彦,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ばらのまち福山ミステリー文学新人賞,第7回（2014年）候補,1978からの片思い,五月たぬき,,五月たぬき__1978からの片思い,2014_ばらのまち福山ミステリー文学新人賞_第7回（2014年）候補_1978からの片思い_五月たぬき,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ヒューゴー賞_中長編小説部門,2014年 ,Equoid,チャールズ・ストロス,,チャールズ・ストロス__Equoid,2014_ヒューゴー賞_中長編小説部門_2014年 _Equoid_チャールズ・ストロス,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2014,ヒューゴー賞_長編小説部門,2014年 受賞,Ancillary Justice（叛逆航路）,アン・レッキー,受賞,アン・レッキー__Ancillary Justice（叛逆航路）,2014_ヒューゴー賞_長編小説部門_2014年 受賞_Ancillary Justice（叛逆航路）_アン・レッキー,,,1900/01/01,4488758010,2,https://calil.jp/book/4488758010,https://images-na.ssl-images-amazon.com/images/P/4488758010.09.LZZZZZZZ,3受賞!
2014,ヒューゴー賞_長編小説部門,2014年 候補,Neptune's Brood,チャールズ・ストロス,候補,チャールズ・ストロス__Neptune's Brood,2014_ヒューゴー賞_長編小説部門_2014年 候補_Neptune's Brood_チャールズ・ストロス,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ヒューゴー賞_長編小説部門,2014年 候補,Parasite,ミラ・グラント,候補,ミラ・グラント__Parasite,2014_ヒューゴー賞_長編小説部門_2014年 候補_Parasite_ミラ・グラント,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ヒューゴー賞_長編小説部門,2014年 候補,Warbound,ラリー・コレア,候補,ラリー・コレア__Warbound,2014_ヒューゴー賞_長編小説部門_2014年 候補_Warbound_ラリー・コレア,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ヒューゴー賞_長編小説部門,2014年 候補,The Wheel of Time（時の車輪）,ロバート・ジョーダン,候補,ロバート・ジョーダン__The Wheel of Time（時の車輪）,2014_ヒューゴー賞_長編小説部門_2014年 候補_The Wheel of Time（時の車輪）_ロバート・ジョーダン,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ヒューゴー賞_長編小説部門,2014年 候補,The Wheel of Time（時の車輪）,ブランドン・サンダースン,候補,ブランドン・サンダースン__The Wheel of Time（時の車輪）,2014_ヒューゴー賞_長編小説部門_2014年 候補_The Wheel of Time（時の車輪）_ブランドン・サンダースン,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ファンタジア大賞,第26回冬期（2014年）大賞,ニートなボクが魔術の講師になったワケ（ロクでなし魔術講師と禁忌教典（アカシックレコード））,羊太郎,,羊太郎__ニートなボクが魔術の講師になったワケ（ロクでなし魔術講師と禁忌教典(アカシックレコード)）,2014_ファンタジア大賞_第26回冬期（2014年）大賞_ニートなボクが魔術の講師になったワケ（ロクでなし魔術講師と禁忌教典（アカシックレコード））_羊太郎,,,1900/01/01,404070231X,1,https://calil.jp/book/404070231X,https://images-na.ssl-images-amazon.com/images/P/404070231X.09.LZZZZZZZ,1大賞!
2014,ファンタジア大賞,第26回冬期（2014年）金賞,女の子に夢を見てはいけません!,恵比須清司,,恵比須清司__女の子に夢を見てはいけません!,2014_ファンタジア大賞_第26回冬期（2014年）金賞_女の子に夢を見てはいけません!_恵比須清司,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2金賞!
2014,ファンタジア大賞,第26回冬期（2014年）金賞,そして紅蓮の雪は止む（死線世界の追放者）,ミズノアユム,,ミズノアユム__そして紅蓮の雪は止む（死線世界の追放者）,2014_ファンタジア大賞_第26回冬期（2014年）金賞_そして紅蓮の雪は止む（死線世界の追放者）_ミズノアユム,,,1900/01/01,4040702859,1,https://calil.jp/book/4040702859,https://images-na.ssl-images-amazon.com/images/P/4040702859.09.LZZZZZZZ,2金賞!
2014,ファンタジア大賞,第26回夏期（2014年）金賞,大ドロボウは小粋に盗む（オー･ドロボー!）,岬かつみ,,岬かつみ__大ドロボウは小粋に盗む（オー･ドロボー!）,2014_ファンタジア大賞_第26回夏期（2014年）金賞_大ドロボウは小粋に盗む（オー･ドロボー!）_岬かつみ,,,1900/01/01,4040703316,1,https://calil.jp/book/4040703316,https://images-na.ssl-images-amazon.com/images/P/4040703316.09.LZZZZZZZ,2金賞!
2014,ファンタジア大賞,第27回（2014年）金賞,逆襲のスライムトレーナー（できそこないの魔獣錬磨師（モンスタートレーナー））,野生（見波タクミ）,,野生（見波タクミ）__逆襲のスライムトレーナー（できそこないの魔獣錬磨師(モンスタートレーナー)）,2014_ファンタジア大賞_第27回（2014年）金賞_逆襲のスライムトレーナー（できそこないの魔獣錬磨師（モンスタートレーナー））_野生（見波タクミ）,,,1900/01/01,4040704789,1,https://calil.jp/book/4040704789,https://images-na.ssl-images-amazon.com/images/P/4040704789.09.LZZZZZZZ,2金賞!
2014,ファンタジア大賞,第27回（2014年）金賞,二・五次元スリーセブンズ（災厄戦線のオーバーロード）,日音暮モノ（日暮晶）,,日音暮モノ（日暮晶）__二・五次元スリーセブンズ（災厄戦線のオーバーロード）,2014_ファンタジア大賞_第27回（2014年）金賞_二・五次元スリーセブンズ（災厄戦線のオーバーロード）_日音暮モノ（日暮晶）,,,1900/01/01,404070486X,1,https://calil.jp/book/404070486X,https://images-na.ssl-images-amazon.com/images/P/404070486X.09.LZZZZZZZ,2金賞!
2014,ファンタジア大賞,第26回夏期（2014年）準大賞,死体回収屋ブリッド（100万回死んでも少女は死体回収屋の苦労を知らない）,勝間登（割石裂）,,勝間登（割石裂）__死体回収屋ブリッド（100万回死んでも少女は死体回収屋の苦労を知らない）,2014_ファンタジア大賞_第26回夏期（2014年）準大賞_死体回収屋ブリッド（100万回死んでも少女は死体回収屋の苦労を知らない）_勝間登（割石裂）,,,1900/01/01,4040702344,1,https://calil.jp/book/4040702344,https://images-na.ssl-images-amazon.com/images/P/4040702344.09.LZZZZZZZ,2準大賞!
2014,ファンタジア大賞,第26回冬期（2014年）銀賞,魔法少女ほのりは今すぐ辞めたい。（今すぐ辞めたい アルスマギカ）,氷高悠,,氷高悠__魔法少女ほのりは今すぐ辞めたい。（今すぐ辞めたい アルスマギカ）,2014_ファンタジア大賞_第26回冬期（2014年）銀賞_魔法少女ほのりは今すぐ辞めたい。（今すぐ辞めたい アルスマギカ）_氷高悠,,,1900/01/01,4040703448,1,https://calil.jp/book/4040703448,https://images-na.ssl-images-amazon.com/images/P/4040703448.09.LZZZZZZZ,3銀賞!
2014,ファンタジア大賞,第26回冬期（2014年）銀賞,女装王子と男装王女のワルツ（女装王子の深遠にして優雅なたくらみ[注釈 7]）,一石月下,,一石月下__女装王子と男装王女のワルツ（女装王子の深遠にして優雅なたくらみ）,2014_ファンタジア大賞_第26回冬期（2014年）銀賞_女装王子と男装王女のワルツ（女装王子の深遠にして優雅なたくらみ[注釈 7]）_一石月下,,,1900/01/01,404070441X,1,https://calil.jp/book/404070441X,https://images-na.ssl-images-amazon.com/images/P/404070441X.09.LZZZZZZZ,3銀賞!
2014,ファンタジア大賞,第27回（2014年）銀賞,俺の妹を世界一の魔法使いにする方法（俺の妹を世界一の魔砲神姫にする方法）,田坂彰生（進藤尚典）,,田坂彰生（進藤尚典）__俺の妹を世界一の魔法使いにする方法（俺の妹を世界一の魔砲神姫にする方法）,2014_ファンタジア大賞_第27回（2014年）銀賞_俺の妹を世界一の魔法使いにする方法（俺の妹を世界一の魔砲神姫にする方法）_田坂彰生（進藤尚典）,,,1900/01/01,4040704827,1,https://calil.jp/book/4040704827,https://images-na.ssl-images-amazon.com/images/P/4040704827.09.LZZZZZZZ,3銀賞!
2014,ファンタジア大賞,第27回（2014年）銀賞,ノーパンツ・チラリズム（オレのラブコメヒロインは、パンツがはけない。）,佐倉唄,,佐倉唄__ノーパンツ・チラリズム（オレのラブコメヒロインは、パンツがはけない。）,2014_ファンタジア大賞_第27回（2014年）銀賞_ノーパンツ・チラリズム（オレのラブコメヒロインは、パンツがはけない。）_佐倉唄,,,1900/01/01,4040704800,1,https://calil.jp/book/4040704800,https://images-na.ssl-images-amazon.com/images/P/4040704800.09.LZZZZZZZ,3銀賞!
2014,ファンタジア大賞,第26回冬期（2014年）最終選考,偽物の雪の降る街,阿野ロロ,,阿野ロロ__偽物の雪の降る街,2014_ファンタジア大賞_第26回冬期（2014年）最終選考_偽物の雪の降る街_阿野ロロ,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2014,ファンタジア大賞,第26回冬期（2014年）最終選考,形骸都市のサインズ・ロウ,二也紋途,,二也紋途__形骸都市のサインズ・ロウ,2014_ファンタジア大賞_第26回冬期（2014年）最終選考_形骸都市のサインズ・ロウ_二也紋途,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2014,ファンタジア大賞,第26回冬期（2014年）最終選考,ホミサイド・ガールズ,蓮浦行,,蓮浦行__ホミサイド・ガールズ,2014_ファンタジア大賞_第26回冬期（2014年）最終選考_ホミサイド・ガールズ_蓮浦行,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2014,ファンタジア大賞,第26回夏期（2014年）最終選考,ナイト×ウィザード,青井シュウ,,青井シュウ__ナイト×ウィザード,2014_ファンタジア大賞_第26回夏期（2014年）最終選考_ナイト×ウィザード_青井シュウ,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2014,ファンタジア大賞,第26回夏期（2014年）最終選考,ジャンク屋サーガ,言文紡,,言文紡__ジャンク屋サーガ,2014_ファンタジア大賞_第26回夏期（2014年）最終選考_ジャンク屋サーガ_言文紡,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2014,ファンタジア大賞,第26回夏期（2014年）最終選考,風切りのルーチェ,古池蛙太,,古池蛙太__風切りのルーチェ,2014_ファンタジア大賞_第26回夏期（2014年）最終選考_風切りのルーチェ_古池蛙太,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2014,ファンタジア大賞,第26回夏期（2014年）最終選考,無敵の傭兵と名もなき魔料理人,織宮和,,織宮和__無敵の傭兵と名もなき魔料理人,2014_ファンタジア大賞_第26回夏期（2014年）最終選考_無敵の傭兵と名もなき魔料理人_織宮和,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2014,ファンタジア大賞,第27回（2014年）最終選考,魔法学校ゴーレム科,朱瑠兎,,朱瑠兎__魔法学校ゴーレム科,2014_ファンタジア大賞_第27回（2014年）最終選考_魔法学校ゴーレム科_朱瑠兎,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2014,ボイルドエッグズ新人賞,2014年12月第17回,該当作なし,なし,,なし__該当作なし,2014_ボイルドエッグズ新人賞_2014年12月第17回_該当作なし_なし,,,1900/01/01,n,0,https://calil.jp/book/n,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2014,ボイルドエッグズ新人賞,2014年1月第16回,気障でけっこうです,小嶋陽太郎,2014年10月,小嶋陽太郎__気障でけっこうです,2014_ボイルドエッグズ新人賞_2014年1月第16回_気障でけっこうです_小嶋陽太郎,,,1900/01/01,4041019915,1,https://calil.jp/book/4041019915,https://images-na.ssl-images-amazon.com/images/P/4041019915.09.LZZZZZZZ,3受賞!
2014,ポプラ社小説新人賞,第4回（2014年）受賞,ビオレタ,寺地はるな,2015年6月,寺地はるな__ビオレタ,2014_ポプラ社小説新人賞_第4回（2014年）受賞_ビオレタ_寺地はるな,,,1900/01/01,4591145611,1,https://calil.jp/book/4591145611,https://images-na.ssl-images-amazon.com/images/P/4591145611.09.LZZZZZZZ,3受賞!
2014,ミステリーズ！新人賞,第11回（2014年）,消えた脳病変,浅ノ宮遼,ミステリーズ！vol.67 OCTOBER 2014,浅ノ宮遼__消えた脳病変,2014_ミステリーズ！新人賞_第11回（2014年）_消えた脳病変_浅ノ宮遼,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2014,ミステリが読みたい!,海外編01,遮断地区,ミネット・ウォルターズ,,ミネット・ウォルターズ__遮断地区,2014_ミステリが読みたい!_海外編01_遮断地区 _ミネット・ウォルターズ,,,1900/01/01,4488187102,3,https://calil.jp/book/4488187102,https://images-na.ssl-images-amazon.com/images/P/4488187102.09.LZZZZZZZ,1大賞!
2014,ミステリが読みたい!,国内編01,ノックス・マシン,法月綸太郎,,法月綸太郎__ノックス・マシン,2014_ミステリが読みたい!_国内編01_ノックス・マシン _法月綸太郎,,,1900/01/01,4041104157,6,https://calil.jp/book/4041104157,https://images-na.ssl-images-amazon.com/images/P/4041104157.09.LZZZZZZZ,1大賞!
2014,ミステリが読みたい!,海外編02,緑衣の女,アーナルデュル・インドリダソン,,アーナルデュル・インドリダソン__緑衣の女,2014_ミステリが読みたい!_海外編02_緑衣の女 _アーナルデュル・インドリダソン,,,1900/01/01,4488010016,3,https://calil.jp/book/4488010016,https://images-na.ssl-images-amazon.com/images/P/4488010016.09.LZZZZZZZ,候補
2014,ミステリが読みたい!,海外編03,冬のフロスト,R・D・ウィングフィールド,,R・D・ウィングフィールド__冬のフロスト,2014_ミステリが読みたい!_海外編03_冬のフロスト _R・D・ウィングフィールド,,,1900/01/01,,3,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ミステリが読みたい!,海外編04,夜に生きる,デニス・ルヘイン,,デニス・ルヘイン__夜に生きる,2014_ミステリが読みたい!_海外編04_夜に生きる _デニス・ルヘイン,,,1900/01/01,,3,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ミステリが読みたい!,海外編05,シスターズ・ブラザーズ ,パトリック・デウィット,,パトリック・デウィット__シスターズ・ブラザーズ,2014_ミステリが読みたい!_海外編05_シスターズ・ブラザーズ _パトリック・デウィット,,,1900/01/01,4488010040,3,https://calil.jp/book/4488010040,https://images-na.ssl-images-amazon.com/images/P/4488010040.09.LZZZZZZZ,候補
2014,ミステリが読みたい!,海外編06,ポーカー・レッスン,ジェフリー・ディーヴァー,,ジェフリー・ディーヴァー__ポーカー・レッスン,2014_ミステリが読みたい!_海外編06_ポーカー・レッスン _ジェフリー・ディーヴァー,,,1900/01/01,4167812215,4,https://calil.jp/book/4167812215,https://images-na.ssl-images-amazon.com/images/P/4167812215.09.LZZZZZZZ,候補
2014,ミステリが読みたい!,海外編07,11/22/63,スティーヴン・キング,,スティーヴン・キング__11/22/63,2014_ミステリが読みたい!_海外編07_11/22/63 _スティーヴン・キング,,,1900/01/01,,4,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ミステリが読みたい!,海外編08,コリーニ事件,フェルディナント・フォン・シーラッハ,,フェルディナント・フォン・シーラッハ__コリーニ事件,2014_ミステリが読みたい!_海外編08_コリーニ事件 _フェルディナント・フォン・シーラッハ,,,1900/01/01,4488010008,2,https://calil.jp/book/4488010008,https://images-na.ssl-images-amazon.com/images/P/4488010008.09.LZZZZZZZ,候補
2014,ミステリが読みたい!,海外編09,終わりの感覚,ジュリアン・バーンズ,,ジュリアン・バーンズ__終わりの感覚,2014_ミステリが読みたい!_海外編09_終わりの感覚 _ジュリアン・バーンズ,,,1900/01/01,4105900994,2,https://calil.jp/book/4105900994,https://images-na.ssl-images-amazon.com/images/P/4105900994.09.LZZZZZZZ,候補
2014,ミステリが読みたい!,海外編10,スケアクロウ,マイクル・コナリー,,マイクル・コナリー__スケアクロウ,2014_ミステリが読みたい!_海外編10_スケアクロウ _マイクル・コナリー,,,1900/01/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2014,ミステリが読みたい!,国内編02,64,横山秀夫,,横山秀夫__64ロクヨン,2014_ミステリが読みたい!_国内編02_64_横山秀夫,,,1900/01/01,4163818405,2,https://calil.jp/book/4163818405,https://images-na.ssl-images-amazon.com/images/P/4163818405.09.LZZZZZZZ,候補
2014,ミステリが読みたい!,国内編03,ヨハネスブルグの天使たち,宮内悠介,,宮内悠介__ヨハネスブルグの天使たち,2014_ミステリが読みたい!_国内編03_ヨハネスブルグの天使たち _宮内悠介,,,1900/01/01,4152093781,3,https://calil.jp/book/4152093781,https://images-na.ssl-images-amazon.com/images/P/4152093781.09.LZZZZZZZ,候補
2014,ミステリが読みたい!,国内編04,教場,長岡弘樹,,長岡弘樹__教場,2014_ミステリが読みたい!_国内編04_教場 _長岡弘樹,,,1900/01/01,4093863555,4,https://calil.jp/book/4093863555,https://images-na.ssl-images-amazon.com/images/P/4093863555.09.LZZZZZZZ,候補
2014,ミステリが読みたい!,国内編05,ロスト・ケア,葉真中顕,,葉真中顕__ロスト・ケア,2014_ミステリが読みたい!_国内編05_ロスト・ケア _葉真中顕,,,1900/01/01,4334928749,3,https://calil.jp/book/4334928749,https://images-na.ssl-images-amazon.com/images/P/4334928749.09.LZZZZZZZ,候補
2014,ミステリが読みたい!,国内編06,リバーサイド・チルドレン,梓崎優,,梓崎優__リバーサイド・チルドレン,2014_ミステリが読みたい!_国内編06_リバーサイド・チルドレン _梓崎優,,,1900/01/01,4488017770,5,https://calil.jp/book/4488017770,https://images-na.ssl-images-amazon.com/images/P/4488017770.09.LZZZZZZZ,候補
2014,ミステリが読みたい!,国内編07,死神の浮力,伊坂幸太郎,,伊坂幸太郎__死神の浮力,2014_ミステリが読みたい!_国内編07_死神の浮力 _伊坂幸太郎,,,1900/01/01,416382300X,4,https://calil.jp/book/416382300X,https://images-na.ssl-images-amazon.com/images/P/416382300X.09.LZZZZZZZ,候補
