著者__受賞作,著者,受賞作,ISBN10,ImageURL,賞名,Calil
飯田麻子__聖橋マンゴーレイン,飯田麻子,聖橋マンゴーレイン,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_女による女のためのR-18文学賞_第7回（2008年度）候補_聖橋マンゴーレイン_飯田麻子,https://calil.jp/search?q=%E9%A3%AF%E7%94%B0%E9%BA%BB%E5%AD%90%20%E8%81%96%E6%A9%8B%E3%83%9E%E3%83%B3%E3%82%B4%E3%83%BC%E3%83%AC%E3%82%A4%E3%83%B3
山田華__真夜中の孔雀茶屋,山田華,真夜中の孔雀茶屋,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_女による女のためのR-18文学賞_第7回（2008年度）候補_真夜中の孔雀茶屋_山田華,https://calil.jp/search?q=%E5%B1%B1%E7%94%B0%E8%8F%AF%20%E7%9C%9F%E5%A4%9C%E4%B8%AD%E3%81%AE%E5%AD%94%E9%9B%80%E8%8C%B6%E5%B1%8B
円山蛇__ワタシゴノミ,円山蛇,ワタシゴノミ,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_女による女のためのR-18文学賞_第7回（2008年度）候補_ワタシゴノミ_円山蛇,https://calil.jp/search?q=%E5%86%86%E5%B1%B1%E8%9B%87%20%E3%83%AF%E3%82%BF%E3%82%B7%E3%82%B4%E3%83%8E%E3%83%9F
彩瀬まる__たままゆ,彩瀬まる,たままゆ,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_女による女のためのR-18文学賞_第7回（2008年度）候補_たままゆ_彩瀬まる,https://calil.jp/search?q=%E5%BD%A9%E7%80%AC%E3%81%BE%E3%82%8B%20%E3%81%9F%E3%81%BE%E3%81%BE%E3%82%86
ジェイムズ・グレイディ__狂犬は眠らない,ジェイムズ・グレイディ,狂犬は眠らない,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_週刊文春ミステリーベスト10_海外部門10_狂犬は眠らない_ジェイムズ・グレイディ,https://calil.jp/search?q=%E3%82%B8%E3%82%A7%E3%82%A4%E3%83%A0%E3%82%BA%E3%83%BB%E3%82%B0%E3%83%AC%E3%82%A4%E3%83%87%E3%82%A3%20%E7%8B%82%E7%8A%AC%E3%81%AF%E7%9C%A0%E3%82%89%E3%81%AA%E3%81%84
D.M.ディヴァイン__ウォリス家の殺人,D.M.ディヴァイン,ウォリス家の殺人,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_週刊文春ミステリーベスト10_海外部門08_ウォリス家の殺人_D.M.ディヴァイン,https://calil.jp/search?q=D.M.%E3%83%87%E3%82%A3%E3%83%B4%E3%82%A1%E3%82%A4%E3%83%B3%20%E3%82%A6%E3%82%A9%E3%83%AA%E3%82%B9%E5%AE%B6%E3%81%AE%E6%AE%BA%E4%BA%BA
荒山徹__柳生大戦争,荒山徹,柳生大戦争,4062143445,https://images-na.ssl-images-amazon.com/images/P/4062143445.09.LZZZZZZZ,2008_舟橋聖一文学賞_第2回（2008年度）受賞_柳生大戦争_荒山徹,https://calil.jp/book/4062143445
唯川恵__愛に似たもの,唯川恵,愛に似たもの,4087748790,https://images-na.ssl-images-amazon.com/images/P/4087748790.09.LZZZZZZZ,2008_柴田錬三郎賞_第21回（2008年度）受賞_愛に似たもの_唯川恵,https://calil.jp/book/4087748790
原武史__昭和天皇,原武史,昭和天皇,400431111X,https://images-na.ssl-images-amazon.com/images/P/400431111X.09.LZZZZZZZ,2008_司馬遼太郎賞_2008年（平成20年）第12回_昭和天皇_原武史,https://calil.jp/book/400431111X
北重人__月芝居,北重人,月芝居,4163265902,https://images-na.ssl-images-amazon.com/images/P/4163265902.09.LZZZZZZZ,2008_山本周五郎賞_第21回（2008年）候補_月芝居_北重人,https://calil.jp/book/4163265902
海堂尊__ブラックペアン1988,海堂尊,ブラックペアン1988,4062142546,https://images-na.ssl-images-amazon.com/images/P/4062142546.09.LZZZZZZZ,2008_山本周五郎賞_第21回（2008年）候補_ブラックペアン1988_海堂尊,https://calil.jp/book/4062142546
海堂尊__ブラックペアン1988／文庫,海堂尊,ブラックペアン1988／文庫,406276525X,https://images-na.ssl-images-amazon.com/images/P/406276525X.09.LZZZZZZZ,,https://calil.jp/book/406276525X
海堂尊__ブラックペアン1988／文庫,海堂尊,ブラックペアン1988／文庫,4062765268,https://images-na.ssl-images-amazon.com/images/P/4062765268.09.LZZZZZZZ,,https://calil.jp/book/4062765268
海堂尊__ブラックペアン1988／文庫,海堂尊,ブラックペアン1988／文庫,4062772426,https://images-na.ssl-images-amazon.com/images/P/4062772426.09.LZZZZZZZ,,https://calil.jp/book/4062772426
田中慎弥__切れた鎖,田中慎弥,切れた鎖,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_三島由紀夫賞_第21回（2008年） 受賞_切れた鎖_田中慎弥,https://calil.jp/search?q=%E7%94%B0%E4%B8%AD%E6%85%8E%E5%BC%A5%20%E5%88%87%E3%82%8C%E3%81%9F%E9%8E%96
前田司郎__誰かが手を、握っているような気がしてならない,前田司郎,誰かが手を、握っているような気がしてならない,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_三島由紀夫賞_第21回（2008年） 候補_誰かが手を、握っているような気がしてならない_前田司郎,https://calil.jp/search?q=%E5%89%8D%E7%94%B0%E5%8F%B8%E9%83%8E%20%E8%AA%B0%E3%81%8B%E3%81%8C%E6%89%8B%E3%82%92%E3%80%81%E6%8F%A1%E3%81%A3%E3%81%A6%E3%81%84%E3%82%8B%E3%82%88%E3%81%86%E3%81%AA%E6%B0%97%E3%81%8C%E3%81%97%E3%81%A6%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84
本谷有希子__遭難、,本谷有希子,遭難、,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_三島由紀夫賞_第21回（2008年） 候補_遭難、_本谷有希子,https://calil.jp/search?q=%E6%9C%AC%E8%B0%B7%E6%9C%89%E5%B8%8C%E5%AD%90%20%E9%81%AD%E9%9B%A3%E3%80%81
黒川創__かもめの日,黒川創,かもめの日,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_三島由紀夫賞_第21回（2008年） 候補_かもめの日_黒川創,https://calil.jp/search?q=%E9%BB%92%E5%B7%9D%E5%89%B5%20%E3%81%8B%E3%82%82%E3%82%81%E3%81%AE%E6%97%A5
日和聡子__おのごろじま,日和聡子,おのごろじま,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_三島由紀夫賞_第21回（2008年） 候補_おのごろじま_日和聡子,https://calil.jp/search?q=%E6%97%A5%E5%92%8C%E8%81%A1%E5%AD%90%20%E3%81%8A%E3%81%AE%E3%81%94%E3%82%8D%E3%81%98%E3%81%BE
藤谷治__いつか棺桶はやってくる,藤谷治,いつか棺桶はやってくる,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_三島由紀夫賞_第21回（2008年） 候補_いつか棺桶はやってくる_藤谷治,https://calil.jp/search?q=%E8%97%A4%E8%B0%B7%E6%B2%BB%20%E3%81%84%E3%81%A4%E3%81%8B%E6%A3%BA%E6%A1%B6%E3%81%AF%E3%82%84%E3%81%A3%E3%81%A6%E3%81%8F%E3%82%8B
河合二湖__バターサンドの夜、人魚の町で,河合二湖,バターサンドの夜、人魚の町で,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_講談社児童文学新人賞_第49回（2008年度）受賞_バターサンドの夜、人魚の町で_河合二湖,https://calil.jp/search?q=%E6%B2%B3%E5%90%88%E4%BA%8C%E6%B9%96%20%E3%83%90%E3%82%BF%E3%83%BC%E3%82%B5%E3%83%B3%E3%83%89%E3%81%AE%E5%A4%9C%E3%80%81%E4%BA%BA%E9%AD%9A%E3%81%AE%E7%94%BA%E3%81%A7
如月かずさ__サナギのしあわせ,如月かずさ,サナギのしあわせ,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_講談社児童文学新人賞_第49回（2008年度）佳作_サナギのしあわせ_如月かずさ,https://calil.jp/search?q=%E5%A6%82%E6%9C%88%E3%81%8B%E3%81%9A%E3%81%95%20%E3%82%B5%E3%83%8A%E3%82%AE%E3%81%AE%E3%81%97%E3%81%82%E3%82%8F%E3%81%9B
岩城裕明__ようこそ、ロバの目の世界へ。,岩城裕明,ようこそ、ロバの目の世界へ。,4062837277,https://images-na.ssl-images-amazon.com/images/P/4062837277.09.LZZZZZZZ,2008_講談社BOX新人賞_第6回（12月）優秀賞_ようこそ、ロバの目の世界へ。_岩城裕明,https://calil.jp/book/4062837277
辻鷹佑__P.C.～ペアレンタル・コントロールド～こんなに近くで極彩色虚言泡沫絵巻,辻鷹佑,P.C.～ペアレンタル・コントロールド～こんなに近くで極彩色虚言泡沫絵巻,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_講談社BOX新人賞_第6回（12月）優秀賞_P.C.～ペアレンタル・コントロールド～こんなに近くで極彩色虚言泡沫絵巻_辻鷹佑,https://calil.jp/search?q=%E8%BE%BB%E9%B7%B9%E4%BD%91%20P.C.%EF%BD%9E%E3%83%9A%E3%82%A2%E3%83%AC%E3%83%B3%E3%82%BF%E3%83%AB%E3%83%BB%E3%82%B3%E3%83%B3%E3%83%88%E3%83%AD%E3%83%BC%E3%83%AB%E3%83%89%EF%BD%9E%E3%81%93%E3%82%93%E3%81%AA%E3%81%AB%E8%BF%91%E3%81%8F%E3%81%A7%E6%A5%B5%E5%BD%A9%E8%89%B2%E8%99%9A%E8%A8%80%E6%B3%A1%E6%B2%AB%E7%B5%B5%E5%B7%BB
鏡征爾__白の断章,鏡征爾,白の断章,4062837080,https://images-na.ssl-images-amazon.com/images/P/4062837080.09.LZZZZZZZ,2008_講談社BOX新人賞_第5回（8月）大賞_白の断章_鏡征爾,https://calil.jp/book/4062837080
黒乃翔__マッドドリーム・アンド・マジカルワールド,黒乃翔,マッドドリーム・アンド・マジカルワールド,4062837145,https://images-na.ssl-images-amazon.com/images/P/4062837145.09.LZZZZZZZ,2008_講談社BOX新人賞_第3回（2008年1月）優秀賞_マッドドリーム・アンド・マジカルワールド_黒乃翔,https://calil.jp/book/4062837145
天原聖海__ファイナリスト/M,天原聖海,ファイナリスト/M,4062837072,https://images-na.ssl-images-amazon.com/images/P/4062837072.09.LZZZZZZZ,2008_講談社BOX新人賞_第3回（2008年1月）優秀賞_ファイナリスト/M_天原聖海,https://calil.jp/book/4062837072
翔田寛__誘拐児,翔田寛,誘拐児,4062149184,https://images-na.ssl-images-amazon.com/images/P/4062149184.09.LZZZZZZZ,2008_江戸川乱歩賞_第54回（2008年度）受賞_誘拐児_翔田寛,https://calil.jp/book/4062149184
末浦広海__訣別の森,末浦広海,訣別の森,4062149079,https://images-na.ssl-images-amazon.com/images/P/4062149079.09.LZZZZZZZ,2008_江戸川乱歩賞_第54回（2008年度）受賞_訣別の森_末浦広海,https://calil.jp/book/4062149079
下村敦史__贖罪に鳴る鐘サグラダ・ファミリア,下村敦史,贖罪に鳴る鐘サグラダ・ファミリア,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_江戸川乱歩賞_第54回（2008年度）候補_贖罪に鳴る鐘サグラダ・ファミリア_下村敦史,https://calil.jp/search?q=%E4%B8%8B%E6%9D%91%E6%95%A6%E5%8F%B2%20%E8%B4%96%E7%BD%AA%E3%81%AB%E9%B3%B4%E3%82%8B%E9%90%98%E3%82%B5%E3%82%B0%E3%83%A9%E3%83%80%E3%83%BB%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%82%A2
新城利之__止まり木,新城利之,止まり木,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_江戸川乱歩賞_第54回（2008年度）候補_止まり木_新城利之,https://calil.jp/search?q=%E6%96%B0%E5%9F%8E%E5%88%A9%E4%B9%8B%20%E6%AD%A2%E3%81%BE%E3%82%8A%E6%9C%A8
横関大__ハーネス,横関大,ハーネス,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_江戸川乱歩賞_第54回（2008年度）候補_ハーネス_横関大,https://calil.jp/search?q=%E6%A8%AA%E9%96%A2%E5%A4%A7%20%E3%83%8F%E3%83%BC%E3%83%8D%E3%82%B9
佐藤亜紀__ミノタウロス,佐藤亜紀,ミノタウロス,4062140586,https://images-na.ssl-images-amazon.com/images/P/4062140586.09.LZZZZZZZ,2008_吉川英治文学新人賞_第29回/2008年_ミノタウロス_佐藤亜紀,https://calil.jp/book/4062140586
浅田次郎__中原の虹－全４巻－,浅田次郎,中原の虹－全４巻－,4062767414,https://images-na.ssl-images-amazon.com/images/P/4062767414.09.LZZZZZZZ,2008_吉川英治文学賞_第42回/2008年_中原の虹－全４巻－_浅田次郎,https://calil.jp/book/4062767414
津村記久子__ポトスライムの舟,津村記久子,ポトスライムの舟,4062152878,https://images-na.ssl-images-amazon.com/images/P/4062152878.09.LZZZZZZZ,2008_芥川賞_140回（2008年下半期）_ポトスライムの舟_津村記久子,https://calil.jp/book/4062152878
楊逸__時が滲む朝,楊逸,時が滲む朝,4163273603,https://images-na.ssl-images-amazon.com/images/P/4163273603.09.LZZZZZZZ,2008_芥川賞_139回（2008年上半期）_時が滲む朝_楊逸,https://calil.jp/book/4163273603
石川角白__上海クイック,石川角白,上海クイック,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_横溝正史ミステリ&ホラー大賞_第28回（2008年度）候補_上海クイック_石川角白,https://calil.jp/search?q=%E7%9F%B3%E5%B7%9D%E8%A7%92%E7%99%BD%20%E4%B8%8A%E6%B5%B7%E3%82%AF%E3%82%A4%E3%83%83%E3%82%AF
it__悪魔の瞳,it,悪魔の瞳,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_横溝正史ミステリ&ホラー大賞_第28回（2008年度）候補_悪魔の瞳_it,https://calil.jp/search?q=it%20%E6%82%AA%E9%AD%94%E3%81%AE%E7%9E%B3
中村啓__アダムとイヴの禁忌,中村啓,アダムとイヴの禁忌,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_横溝正史ミステリ&ホラー大賞_第28回（2008年度）候補_アダムとイヴの禁忌_中村啓,https://calil.jp/search?q=%E4%B8%AD%E6%9D%91%E5%95%93%20%E3%82%A2%E3%83%80%E3%83%A0%E3%81%A8%E3%82%A4%E3%83%B4%E3%81%AE%E7%A6%81%E5%BF%8C
望月武__テネシー・ワルツ,望月武,テネシー・ワルツ,4048739999,https://images-na.ssl-images-amazon.com/images/P/4048739999.09.LZZZZZZZ,2008_横溝正史ミステリ&ホラー大賞_第28回（2008年度）テレビ東京賞_テネシー・ワルツ_望月武,https://calil.jp/book/4048739999
七河迦南__七つの海を照らす星,七河迦南,七つの海を照らす星,4488024378,https://images-na.ssl-images-amazon.com/images/P/4488024378.09.LZZZZZZZ,2008_鮎川哲也賞_第18回（2008年度）受賞_七つの海を照らす星_七河迦南,https://calil.jp/book/4488024378
蓮見恭子__巫病の島,蓮見恭子,巫病の島,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_鮎川哲也賞_第18回（2008年度）候補_巫病の島_蓮見恭子,https://calil.jp/search?q=%E8%93%AE%E8%A6%8B%E6%81%AD%E5%AD%90%20%E5%B7%AB%E7%97%85%E3%81%AE%E5%B3%B6
優騎洸__聖域を作りし魔物,優騎洸,聖域を作りし魔物,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_鮎川哲也賞_第18回（2008年度）候補_聖域を作りし魔物_優騎洸,https://calil.jp/search?q=%E5%84%AA%E9%A8%8E%E6%B4%B8%20%E8%81%96%E5%9F%9F%E3%82%92%E4%BD%9C%E3%82%8A%E3%81%97%E9%AD%94%E7%89%A9
彩坂美月__ひぐらしふる,彩坂美月,ひぐらしふる,4344019954,https://images-na.ssl-images-amazon.com/images/P/4344019954.09.LZZZZZZZ,2008_鮎川哲也賞_第18回（2008年度）候補_ひぐらしふる_彩坂美月,https://calil.jp/book/4344019954
みなづき志生__ハイガールムの魔物,みなづき志生,ハイガールムの魔物,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_ロマン大賞_第17回（2008年度） 大賞_ハイガールムの魔物_みなづき志生,https://calil.jp/search?q=%E3%81%BF%E3%81%AA%E3%81%A5%E3%81%8D%E5%BF%97%E7%94%9F%20%E3%83%8F%E3%82%A4%E3%82%AC%E3%83%BC%E3%83%AB%E3%83%A0%E3%81%AE%E9%AD%94%E7%89%A9
阿部暁子__いつまでも,阿部暁子,いつまでも,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_ロマン大賞_第17回（2008年度） 大賞_いつまでも_阿部暁子,https://calil.jp/search?q=%E9%98%BF%E9%83%A8%E6%9A%81%E5%AD%90%20%E3%81%84%E3%81%A4%E3%81%BE%E3%81%A7%E3%82%82
二郎遊真__マネーロード,二郎遊真,マネーロード,4062147084,https://images-na.ssl-images-amazon.com/images/P/4062147084.09.LZZZZZZZ,2008_メフィスト賞_2008年第39回_マネーロード_二郎遊真,https://calil.jp/book/4062147084
輪渡颯介__掘割で笑う女浪人左門あやかし指南,輪渡颯介,掘割で笑う女浪人左門あやかし指南,4061825801,https://images-na.ssl-images-amazon.com/images/P/4061825801.09.LZZZZZZZ,2008_メフィスト賞_2008年第38回_掘割で笑う女 浪人左門あやかし指南_輪渡颯介,https://calil.jp/book/4061825801
汀こるもの__パラダイス・クローズドTHANATOS,汀こるもの,パラダイス・クローズドTHANATOS,4061825798,https://images-na.ssl-images-amazon.com/images/P/4061825798.09.LZZZZZZZ,2008_メフィスト賞_2008年第37回_パラダイス・クローズド THANATOS_汀こるもの,https://calil.jp/book/4061825798
柄刀一__密室キングダム,柄刀一,密室キングダム,433492560X,https://images-na.ssl-images-amazon.com/images/P/433492560X.09.LZZZZZZZ,2008_ミステリが読みたい!_国内編10(2)_密室キングダム_柄刀一,https://calil.jp/book/433492560X
岡井崇__ノーフォールト,岡井崇,ノーフォールト,4152088087,https://images-na.ssl-images-amazon.com/images/P/4152088087.09.LZZZZZZZ,2008_ミステリが読みたい!_国内編07(2)_ノーフォールト_岡井崇,https://calil.jp/book/4152088087
吉田修一__悪人,吉田修一,悪人,402250272X,https://images-na.ssl-images-amazon.com/images/P/402250272X.09.LZZZZZZZ,2008_ミステリが読みたい!_国内編07(1)_悪人_吉田修一,https://calil.jp/book/402250272X
今野敏__果断 隠蔽捜査 2,今野敏,果断 隠蔽捜査 2,4103002522,https://images-na.ssl-images-amazon.com/images/P/4103002522.09.LZZZZZZZ,2008_ミステリが読みたい!_国内編06_果断 隠蔽捜査2_今野敏,https://calil.jp/book/4103002522
クリストファー・プリースト__双生児,クリストファー・プリースト,双生児,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_ミステリが読みたい!_海外編10_双生児_クリストファー・プリースト,https://calil.jp/search?q=%E3%82%AF%E3%83%AA%E3%82%B9%E3%83%88%E3%83%95%E3%82%A1%E3%83%BC%E3%83%BB%E3%83%97%E3%83%AA%E3%83%BC%E3%82%B9%E3%83%88%20%E5%8F%8C%E7%94%9F%E5%85%90
ボリス・アクーニン__リヴァイアサン号殺人事件,ボリス・アクーニン,リヴァイアサン号殺人事件,4000246348,https://images-na.ssl-images-amazon.com/images/P/4000246348.09.LZZZZZZZ,2008_ミステリが読みたい!_海外編09_リヴァイアサン号殺人事件_ボリス・アクーニン,https://calil.jp/book/4000246348
ジョン・ダニング__災いの古書,ジョン・ダニング,災いの古書,4151704094,https://images-na.ssl-images-amazon.com/images/P/4151704094.09.LZZZZZZZ,2008_ミステリが読みたい!_海外編08_災いの古書_ジョン・ダニング,https://calil.jp/book/4151704094
ジョー・ゴアズ__路上の事件,ジョー・ゴアズ,路上の事件,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_ミステリが読みたい!_海外編07_路上の事件_ジョー・ゴアズ,https://calil.jp/search?q=%E3%82%B8%E3%83%A7%E3%83%BC%E3%83%BB%E3%82%B4%E3%82%A2%E3%82%BA%20%E8%B7%AF%E4%B8%8A%E3%81%AE%E4%BA%8B%E4%BB%B6
ミネット・ウォルターズ__病める狐,ミネット・ウォルターズ,病める狐,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_ミステリが読みたい!_海外編05_病める狐_ミネット・ウォルターズ,https://calil.jp/search?q=%E3%83%9F%E3%83%8D%E3%83%83%E3%83%88%E3%83%BB%E3%82%A6%E3%82%A9%E3%83%AB%E3%82%BF%E3%83%BC%E3%82%BA%20%E7%97%85%E3%82%81%E3%82%8B%E7%8B%90
P・D・ジェイムズ__灯台,P・D・ジェイムズ,灯台,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2008_ミステリが読みたい!_海外編04_灯台_P・D・ジェイムズ,https://calil.jp/search?q=P%E3%83%BBD%E3%83%BB%E3%82%B8%E3%82%A7%E3%82%A4%E3%83%A0%E3%82%BA%20%E7%81%AF%E5%8F%B0
ディック・フランシス__再起,ディック・フランシス,再起,415208779X,https://images-na.ssl-images-amazon.com/images/P/415208779X.09.LZZZZZZZ,2008_ミステリが読みたい!_海外編02_再起_ディック・フランシス,https://calil.jp/book/415208779X
