著者__受賞・最終候補作,受賞作,著者名,ISBN10,ImageURL,賞名,Calil
藤沢周平__暗殺の年輪,暗殺の年輪,藤沢周平,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_直木賞_69回（1973年上半期）_暗殺の年輪_藤沢周平,https://calil.jp/search?q=%E8%97%A4%E6%B2%A2%E5%91%A8%E5%B9%B3%20%E6%9A%97%E6%AE%BA%E3%81%AE%E5%B9%B4%E8%BC%AA
小峰元__アルキメデスは手を汚さない,アルキメデスは手を汚さない,小峰元,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_江戸川乱歩賞_第19回（1973年度）受賞_アルキメデスは手を汚さない_小峰元,https://calil.jp/search?q=%E5%B0%8F%E5%B3%B0%E5%85%83%20%E3%82%A2%E3%83%AB%E3%82%AD%E3%83%A1%E3%83%87%E3%82%B9%E3%81%AF%E6%89%8B%E3%82%92%E6%B1%9A%E3%81%95%E3%81%AA%E3%81%84
野呂邦暢__草のつるぎ,草のつるぎ,野呂邦暢,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_芥川賞_70回（1973年下半期）_草のつるぎ_野呂邦暢,https://calil.jp/search?q=%E9%87%8E%E5%91%82%E9%82%A6%E6%9A%A2%20%E8%8D%89%E3%81%AE%E3%81%A4%E3%82%8B%E3%81%8E
森敦__月山,月山,森敦,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_芥川賞_70回（1973年下半期）_月山_森敦,https://calil.jp/search?q=%E6%A3%AE%E6%95%A6%20%E6%9C%88%E5%B1%B1
三木卓__鶸,鶸,三木卓,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_芥川賞_69回（1973年上半期）_鶸_三木卓,https://calil.jp/search?q=%E4%B8%89%E6%9C%A8%E5%8D%93%20%E9%B6%B8
井上ひさし__手鎖心中,手鎖心中,井上ひさし,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1972_直木賞_67回（1972年上半期）_手鎖心中_井上ひさし,https://calil.jp/search?q=%E4%BA%95%E4%B8%8A%E3%81%B2%E3%81%95%E3%81%97%20%E6%89%8B%E9%8E%96%E5%BF%83%E4%B8%AD
綱淵謙錠__斬,斬,綱淵謙錠,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1972_直木賞_67回（1972年上半期）_斬_綱淵謙錠,https://calil.jp/search?q=%E7%B6%B1%E6%B7%B5%E8%AC%99%E9%8C%A0%20%E6%96%AC
和久峻三__仮面法廷,仮面法廷,和久峻三,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1972_江戸川乱歩賞_第18回（1972年度）受賞_仮面法廷_和久峻三,https://calil.jp/search?q=%E5%92%8C%E4%B9%85%E5%B3%BB%E4%B8%89%20%E4%BB%AE%E9%9D%A2%E6%B3%95%E5%BB%B7
郷静子__れくいえむ,れくいえむ,郷静子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1972_芥川賞_68回（1972年下半期）_れくいえむ_郷静子,https://calil.jp/search?q=%E9%83%B7%E9%9D%99%E5%AD%90%20%E3%82%8C%E3%81%8F%E3%81%84%E3%81%88%E3%82%80
山本道子__ベティさんの庭,ベティさんの庭,山本道子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1972_芥川賞_68回（1972年下半期）_ベティさんの庭_山本道子,https://calil.jp/search?q=%E5%B1%B1%E6%9C%AC%E9%81%93%E5%AD%90%20%E3%83%99%E3%83%86%E3%82%A3%E3%81%95%E3%82%93%E3%81%AE%E5%BA%AD
宮原昭夫__誰かが触った,誰かが触った,宮原昭夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1972_芥川賞_67回（1972年上半期）_誰かが触った_宮原昭夫,https://calil.jp/search?q=%E5%AE%AE%E5%8E%9F%E6%98%AD%E5%A4%AB%20%E8%AA%B0%E3%81%8B%E3%81%8C%E8%A7%A6%E3%81%A3%E3%81%9F
畑山博__いつか汽笛を鳴らして,いつか汽笛を鳴らして,畑山博,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1972_芥川賞_67回（1972年上半期）_いつか汽笛を鳴らして_畑山博,https://calil.jp/search?q=%E7%95%91%E5%B1%B1%E5%8D%9A%20%E3%81%84%E3%81%A4%E3%81%8B%E6%B1%BD%E7%AC%9B%E3%82%92%E9%B3%B4%E3%82%89%E3%81%97%E3%81%A6
李恢成__砧をうつ女,砧をうつ女,李恢成,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1971_芥川賞_66回（1971年下半期）_砧をうつ女_李恢成,https://calil.jp/search?q=%E6%9D%8E%E6%81%A2%E6%88%90%20%E7%A0%A7%E3%82%92%E3%81%86%E3%81%A4%E5%A5%B3
東峰夫__オキナワの少年,オキナワの少年,東峰夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1971_芥川賞_66回（1971年下半期）_オキナワの少年_東峰夫,https://calil.jp/search?q=%E6%9D%B1%E5%B3%B0%E5%A4%AB%20%E3%82%AA%E3%82%AD%E3%83%8A%E3%83%AF%E3%81%AE%E5%B0%91%E5%B9%B4
豊田穣__長良川,長良川,豊田穣,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1970_直木賞_64回（1970年下半期）_長良川_豊田穣,https://calil.jp/search?q=%E8%B1%8A%E7%94%B0%E7%A9%A3%20%E9%95%B7%E8%89%AF%E5%B7%9D
渡辺淳一__光と影,光と影,渡辺淳一,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1970_直木賞_63回（1970年上半期）_光と影_渡辺淳一,https://calil.jp/search?q=%E6%B8%A1%E8%BE%BA%E6%B7%B3%E4%B8%80%20%E5%85%89%E3%81%A8%E5%BD%B1
結城昌治__軍旗はためく下に,軍旗はためく下に,結城昌治,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1970_直木賞_63回（1970年上半期）_軍旗はためく下に_結城昌治,https://calil.jp/search?q=%E7%B5%90%E5%9F%8E%E6%98%8C%E6%B2%BB%20%E8%BB%8D%E6%97%97%E3%81%AF%E3%81%9F%E3%82%81%E3%81%8F%E4%B8%8B%E3%81%AB
大谷羊太郎__殺意の演奏,殺意の演奏,大谷羊太郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1970_江戸川乱歩賞_第16回（1970年度）受賞_殺意の演奏_大谷羊太郎,https://calil.jp/search?q=%E5%A4%A7%E8%B0%B7%E7%BE%8A%E5%A4%AA%E9%83%8E%20%E6%AE%BA%E6%84%8F%E3%81%AE%E6%BC%94%E5%A5%8F
古井由吉__杳子,杳子,古井由吉,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1970_芥川賞_64回（1970年下半期）_杳子_古井由吉,https://calil.jp/search?q=%E5%8F%A4%E4%BA%95%E7%94%B1%E5%90%89%20%E6%9D%B3%E5%AD%90
吉田知子__無明長夜,無明長夜,吉田知子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1970_芥川賞_63回（1970年上半期）_無明長夜_吉田知子,https://calil.jp/search?q=%E5%90%89%E7%94%B0%E7%9F%A5%E5%AD%90%20%E7%84%A1%E6%98%8E%E9%95%B7%E5%A4%9C
古山高麗雄__プレオー8の夜明け,プレオー8の夜明け,古山高麗雄,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1970_芥川賞_63回（1970年上半期）_プレオー8の夜明け_古山高麗雄,https://calil.jp/search?q=%E5%8F%A4%E5%B1%B1%E9%AB%98%E9%BA%97%E9%9B%84%20%E3%83%97%E3%83%AC%E3%82%AA%E3%83%BC8%E3%81%AE%E5%A4%9C%E6%98%8E%E3%81%91
佐藤愛子__戦いすんで日が暮れて,戦いすんで日が暮れて,佐藤愛子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1969_直木賞_61回（1969年上半期）_戦いすんで日が暮れて_佐藤愛子,https://calil.jp/search?q=%E4%BD%90%E8%97%A4%E6%84%9B%E5%AD%90%20%E6%88%A6%E3%81%84%E3%81%99%E3%82%93%E3%81%A7%E6%97%A5%E3%81%8C%E6%9A%AE%E3%82%8C%E3%81%A6
森村誠一__高層の死角,高層の死角,森村誠一,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1969_江戸川乱歩賞_第15回（1969年度）受賞_高層の死角_森村誠一,https://calil.jp/search?q=%E6%A3%AE%E6%9D%91%E8%AA%A0%E4%B8%80%20%E9%AB%98%E5%B1%A4%E3%81%AE%E6%AD%BB%E8%A7%92
清岡卓行__アカシヤの大連,アカシヤの大連,清岡卓行,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1969_芥川賞_62回（1969年下半期）_アカシヤの大連_清岡卓行,https://calil.jp/search?q=%E6%B8%85%E5%B2%A1%E5%8D%93%E8%A1%8C%20%E3%82%A2%E3%82%AB%E3%82%B7%E3%83%A4%E3%81%AE%E5%A4%A7%E9%80%A3
庄司薫__赤頭巾ちゃん気をつけて,赤頭巾ちゃん気をつけて,庄司薫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1969_芥川賞_61回（1969年上半期）_赤頭巾ちゃん気をつけて_庄司薫,https://calil.jp/search?q=%E5%BA%84%E5%8F%B8%E8%96%AB%20%E8%B5%A4%E9%A0%AD%E5%B7%BE%E3%81%A1%E3%82%83%E3%82%93%E6%B0%97%E3%82%92%E3%81%A4%E3%81%91%E3%81%A6
田久保英夫__深い河,深い河,田久保英夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1969_芥川賞_61回（1969年上半期）_深い河_田久保英夫,https://calil.jp/search?q=%E7%94%B0%E4%B9%85%E4%BF%9D%E8%8B%B1%E5%A4%AB%20%E6%B7%B1%E3%81%84%E6%B2%B3
陳舜臣__青玉獅子香炉,青玉獅子香炉,陳舜臣,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1968_直木賞_60回（1968年下半期）_青玉獅子香炉_陳舜臣,https://calil.jp/search?q=%E9%99%B3%E8%88%9C%E8%87%A3%20%E9%9D%92%E7%8E%89%E7%8D%85%E5%AD%90%E9%A6%99%E7%82%89
早乙女貢__僑人の檻,僑人の檻,早乙女貢,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1968_直木賞_60回（1968年下半期）_僑人の檻_早乙女貢,https://calil.jp/search?q=%E6%97%A9%E4%B9%99%E5%A5%B3%E8%B2%A2%20%E5%83%91%E4%BA%BA%E3%81%AE%E6%AA%BB
丸谷才一__年の残り,年の残り,丸谷才一,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1968_芥川賞_59回（1968年上半期）_年の残り_丸谷才一,https://calil.jp/search?q=%E4%B8%B8%E8%B0%B7%E6%89%8D%E4%B8%80%20%E5%B9%B4%E3%81%AE%E6%AE%8B%E3%82%8A
大庭みな子__三匹の蟹,三匹の蟹,大庭みな子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1968_芥川賞_59回（1968年上半期）_三匹の蟹_大庭みな子,https://calil.jp/search?q=%E5%A4%A7%E5%BA%AD%E3%81%BF%E3%81%AA%E5%AD%90%20%E4%B8%89%E5%8C%B9%E3%81%AE%E8%9F%B9
三好徹__聖少女,聖少女,三好徹,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1967_直木賞_58回（1967年下半期）_聖少女_三好徹,https://calil.jp/search?q=%E4%B8%89%E5%A5%BD%E5%BE%B9%20%E8%81%96%E5%B0%91%E5%A5%B3
野坂昭如__アメリカひじき・火垂るの墓,アメリカひじき・火垂るの墓,野坂昭如,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1967_直木賞_58回（1967年下半期）_アメリカひじき・火垂るの墓_野坂昭如,https://calil.jp/search?q=%E9%87%8E%E5%9D%82%E6%98%AD%E5%A6%82%20%E3%82%A2%E3%83%A1%E3%83%AA%E3%82%AB%E3%81%B2%E3%81%98%E3%81%8D%E3%83%BB%E7%81%AB%E5%9E%82%E3%82%8B%E3%81%AE%E5%A2%93
生島治郎__追いつめる,追いつめる,生島治郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1967_直木賞_57回（1967年上半期）_追いつめる_生島治郎,https://calil.jp/search?q=%E7%94%9F%E5%B3%B6%E6%B2%BB%E9%83%8E%20%E8%BF%BD%E3%81%84%E3%81%A4%E3%82%81%E3%82%8B
海渡英祐__伯林 一八八八年,伯林 一八八八年,海渡英祐,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1967_江戸川乱歩賞_第13回（1967年度）受賞_伯林 一八八八年_海渡英祐,https://calil.jp/search?q=%E6%B5%B7%E6%B8%A1%E8%8B%B1%E7%A5%90%20%E4%BC%AF%E6%9E%97%20%E4%B8%80%E5%85%AB%E5%85%AB%E5%85%AB%E5%B9%B4
柏原兵三__徳山道助の帰郷,徳山道助の帰郷,柏原兵三,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1967_芥川賞_58回（1967年下半期）_徳山道助の帰郷_柏原兵三,https://calil.jp/search?q=%E6%9F%8F%E5%8E%9F%E5%85%B5%E4%B8%89%20%E5%BE%B3%E5%B1%B1%E9%81%93%E5%8A%A9%E3%81%AE%E5%B8%B0%E9%83%B7
大城立裕__カクテル・パーティー,カクテル・パーティー,大城立裕,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1967_芥川賞_57回（1967年上半期）_カクテル・パーティー_大城立裕,https://calil.jp/search?q=%E5%A4%A7%E5%9F%8E%E7%AB%8B%E8%A3%95%20%E3%82%AB%E3%82%AF%E3%83%86%E3%83%AB%E3%83%BB%E3%83%91%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC
五木寛之__蒼ざめた馬を見よ,蒼ざめた馬を見よ,五木寛之,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1966_直木賞_56回（1966年下半期）_蒼ざめた馬を見よ_五木寛之,https://calil.jp/search?q=%E4%BA%94%E6%9C%A8%E5%AF%9B%E4%B9%8B%20%E8%92%BC%E3%81%96%E3%82%81%E3%81%9F%E9%A6%AC%E3%82%92%E8%A6%8B%E3%82%88
立原正秋__白い罌粟,白い罌粟,立原正秋,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1966_直木賞_55回（1966年上半期）_白い罌粟_立原正秋,https://calil.jp/search?q=%E7%AB%8B%E5%8E%9F%E6%AD%A3%E7%A7%8B%20%E7%99%BD%E3%81%84%E7%BD%8C%E7%B2%9F
斎藤栄__王将に児あり,王将に児あり,斎藤栄,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1966_江戸川乱歩賞_第12回（1966年度）受賞_王将に児あり_斎藤栄,https://calil.jp/search?q=%E6%96%8E%E8%97%A4%E6%A0%84%20%E7%8E%8B%E5%B0%86%E3%81%AB%E5%85%90%E3%81%82%E3%82%8A
丸山健二__夏の流れ,夏の流れ,丸山健二,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1966_芥川賞_56回（1966年下半期）_夏の流れ_丸山健二,https://calil.jp/search?q=%E4%B8%B8%E5%B1%B1%E5%81%A5%E4%BA%8C%20%E5%A4%8F%E3%81%AE%E6%B5%81%E3%82%8C
千葉治平__虜愁記,虜愁記,千葉治平,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1965_直木賞_54回（1965年下半期）_虜愁記_千葉治平,https://calil.jp/search?q=%E5%8D%83%E8%91%89%E6%B2%BB%E5%B9%B3%20%E8%99%9C%E6%84%81%E8%A8%98
新橋遊吉__八百長,八百長,新橋遊吉,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1965_直木賞_54回（1965年下半期）_八百長_新橋遊吉,https://calil.jp/search?q=%E6%96%B0%E6%A9%8B%E9%81%8A%E5%90%89%20%E5%85%AB%E7%99%BE%E9%95%B7
藤井重夫__虹,虹,藤井重夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1965_直木賞_53回（1965年上半期）_虹_藤井重夫,https://calil.jp/search?q=%E8%97%A4%E4%BA%95%E9%87%8D%E5%A4%AB%20%E8%99%B9
西村京太郎__事件の核心,事件の核心,西村京太郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1965_江戸川乱歩賞_第11回（1965年度）受賞_事件の核心_西村京太郎,https://calil.jp/search?q=%E8%A5%BF%E6%9D%91%E4%BA%AC%E5%A4%AA%E9%83%8E%20%E4%BA%8B%E4%BB%B6%E3%81%AE%E6%A0%B8%E5%BF%83
高井有一__北の河,北の河,高井有一,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1965_芥川賞_54回（1965年下半期）_北の河_高井有一,https://calil.jp/search?q=%E9%AB%98%E4%BA%95%E6%9C%89%E4%B8%80%20%E5%8C%97%E3%81%AE%E6%B2%B3
津村節子__玩具,玩具,津村節子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1965_芥川賞_53回（1965年上半期）_玩具_津村節子,https://calil.jp/search?q=%E6%B4%A5%E6%9D%91%E7%AF%80%E5%AD%90%20%E7%8E%A9%E5%85%B7
安西篤子__張少子（チャンシャオツ）の話,張少子（チャンシャオツ）の話,安西篤子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1964_直木賞_52回（1964年下半期）_張少子（チャンシャオツ）の話_安西篤子,https://calil.jp/search?q=%E5%AE%89%E8%A5%BF%E7%AF%A4%E5%AD%90%20%E3%83%81%E3%83%A3%E3%83%B3%E3%82%B7%E3%83%A3%E3%82%AA%E3%83%84
永井路子__炎環,炎環,永井路子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1964_直木賞_52回（1964年下半期）_炎環_永井路子,https://calil.jp/search?q=%E6%B0%B8%E4%BA%95%E8%B7%AF%E5%AD%90%20%E7%82%8E%E7%92%B0
西東登__蟻の木の下で,蟻の木の下で,西東登,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1964_江戸川乱歩賞_第10回（1964年度）受賞_蟻の木の下で_西東登,https://calil.jp/search?q=%E8%A5%BF%E6%9D%B1%E7%99%BB%20%E8%9F%BB%E3%81%AE%E6%9C%A8%E3%81%AE%E4%B8%8B%E3%81%A7
柴田翔__されどわれらが日々──,されどわれらが日々──,柴田翔,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1964_芥川賞_51回（1964年上半期）_されどわれらが日々──_柴田翔,https://calil.jp/search?q=%E6%9F%B4%E7%94%B0%E7%BF%94%20%E3%81%95%E3%82%8C%E3%81%A9%E3%82%8F%E3%82%8C%E3%82%89%E3%81%8C%E6%97%A5%E3%80%85%E2%94%80%E2%94%80
和田芳恵__塵の中,塵の中,和田芳恵,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1963_直木賞_50回（1963年下半期）_塵の中_和田芳恵,https://calil.jp/search?q=%E5%92%8C%E7%94%B0%E8%8A%B3%E6%81%B5%20%E5%A1%B5%E3%81%AE%E4%B8%AD
安藤鶴夫__巷談本牧亭,巷談本牧亭,安藤鶴夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1963_直木賞_50回（1963年下半期）_巷談本牧亭_安藤鶴夫,https://calil.jp/search?q=%E5%AE%89%E8%97%A4%E9%B6%B4%E5%A4%AB%20%E5%B7%B7%E8%AB%87%E6%9C%AC%E7%89%A7%E4%BA%AD
佐藤得二__女のいくさ,女のいくさ,佐藤得二,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1963_直木賞_49回（1963年上半期）_女のいくさ_佐藤得二,https://calil.jp/search?q=%E4%BD%90%E8%97%A4%E5%BE%97%E4%BA%8C%20%E5%A5%B3%E3%81%AE%E3%81%84%E3%81%8F%E3%81%95
藤村正太__孤独なアスファルト,孤独なアスファルト,藤村正太,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1963_江戸川乱歩賞_第9回（1963年度）受賞_孤独なアスファルト_藤村正太,https://calil.jp/search?q=%E8%97%A4%E6%9D%91%E6%AD%A3%E5%A4%AA%20%E5%AD%A4%E7%8B%AC%E3%81%AA%E3%82%A2%E3%82%B9%E3%83%95%E3%82%A1%E3%83%AB%E3%83%88
田辺聖子__感傷旅行センチメンタル・ジャーニィ,感傷旅行センチメンタル・ジャーニィ,田辺聖子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1963_芥川賞_50回（1963年下半期）_感傷旅行センチメンタル・ジャーニィ_田辺聖子,https://calil.jp/search?q=%E7%94%B0%E8%BE%BA%E8%81%96%E5%AD%90%20%E6%84%9F%E5%82%B7%E6%97%85%E8%A1%8C%E3%82%BB%E3%83%B3%E3%83%81%E3%83%A1%E3%83%B3%E3%82%BF%E3%83%AB%E3%83%BB%E3%82%B8%E3%83%A3%E3%83%BC%E3%83%8B%E3%82%A3
後藤紀一__少年の橋,少年の橋,後藤紀一,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1963_芥川賞_49回（1963年上半期）_少年の橋_後藤紀一,https://calil.jp/search?q=%E5%BE%8C%E8%97%A4%E7%B4%80%E4%B8%80%20%E5%B0%91%E5%B9%B4%E3%81%AE%E6%A9%8B
河野多惠子__蟹,蟹,河野多惠子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1963_芥川賞_49回（1963年上半期）_蟹_河野多惠子,https://calil.jp/search?q=%E6%B2%B3%E9%87%8E%E5%A4%9A%E6%83%A0%E5%AD%90%20%E8%9F%B9
山口瞳__江分利満氏の優雅な生活,江分利満氏の優雅な生活,山口瞳,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1962_直木賞_48回（1962年下半期）_江分利満氏の優雅な生活_山口瞳,https://calil.jp/search?q=%E5%B1%B1%E5%8F%A3%E7%9E%B3%20%E6%B1%9F%E5%88%86%E5%88%A9%E6%BA%80%E6%B0%8F%E3%81%AE%E5%84%AA%E9%9B%85%E3%81%AA%E7%94%9F%E6%B4%BB
杉本苑子__孤愁の岸,孤愁の岸,杉本苑子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1962_直木賞_48回（1962年下半期）_孤愁の岸_杉本苑子,https://calil.jp/search?q=%E6%9D%89%E6%9C%AC%E8%8B%91%E5%AD%90%20%E5%AD%A4%E6%84%81%E3%81%AE%E5%B2%B8
杉森久英__天才と狂人の間,天才と狂人の間,杉森久英,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1962_直木賞_47回（1962年上半期）_天才と狂人の間_杉森久英,https://calil.jp/search?q=%E6%9D%89%E6%A3%AE%E4%B9%85%E8%8B%B1%20%E5%A4%A9%E6%89%8D%E3%81%A8%E7%8B%82%E4%BA%BA%E3%81%AE%E9%96%93
戸川昌子__大いなる幻影,大いなる幻影,戸川昌子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1962_江戸川乱歩賞_第8回（1962年度）受賞_大いなる幻影_戸川昌子,https://calil.jp/search?q=%E6%88%B8%E5%B7%9D%E6%98%8C%E5%AD%90%20%E5%A4%A7%E3%81%84%E3%81%AA%E3%82%8B%E5%B9%BB%E5%BD%B1
佐賀潜__華やかな死体,華やかな死体,佐賀潜,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1962_江戸川乱歩賞_第8回（1962年度）受賞_華やかな死体_佐賀潜,https://calil.jp/search?q=%E4%BD%90%E8%B3%80%E6%BD%9C%20%E8%8F%AF%E3%82%84%E3%81%8B%E3%81%AA%E6%AD%BB%E4%BD%93
川村晃__美談の出発,美談の出発,川村晃,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1962_芥川賞_47回（1962年上半期）_美談の出発_川村晃,https://calil.jp/search?q=%E5%B7%9D%E6%9D%91%E6%99%83%20%E7%BE%8E%E8%AB%87%E3%81%AE%E5%87%BA%E7%99%BA
伊藤桂一__螢の河,螢の河,伊藤桂一,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1961_直木賞_46回（1961年下半期）_螢の河_伊藤桂一,https://calil.jp/search?q=%E4%BC%8A%E8%97%A4%E6%A1%82%E4%B8%80%20%E8%9E%A2%E3%81%AE%E6%B2%B3
水上勉__雁の寺,雁の寺,水上勉,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1961_直木賞_45回（1961年上半期）_雁の寺_水上勉,https://calil.jp/search?q=%E6%B0%B4%E4%B8%8A%E5%8B%89%20%E9%9B%81%E3%81%AE%E5%AF%BA
陳舜臣__枯草の根,枯草の根,陳舜臣,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1961_江戸川乱歩賞_第7回（1961年度）受賞_枯草の根_陳舜臣,https://calil.jp/search?q=%E9%99%B3%E8%88%9C%E8%87%A3%20%E6%9E%AF%E8%8D%89%E3%81%AE%E6%A0%B9
宇能鴻一郎__鯨神,鯨神,宇能鴻一郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1961_芥川賞_46回（1961年下半期）_鯨神_宇能鴻一郎,https://calil.jp/search?q=%E5%AE%87%E8%83%BD%E9%B4%BB%E4%B8%80%E9%83%8E%20%E9%AF%A8%E7%A5%9E
黒岩重吾__背徳のメス,背徳のメス,黒岩重吾,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1960_直木賞_44回（1960年下半期）_背徳のメス_黒岩重吾,https://calil.jp/search?q=%E9%BB%92%E5%B2%A9%E9%87%8D%E5%90%BE%20%E8%83%8C%E5%BE%B3%E3%81%AE%E3%83%A1%E3%82%B9
寺内大吉__はぐれ念仏,はぐれ念仏,寺内大吉,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1960_直木賞_44回（1960年下半期）_はぐれ念仏_寺内大吉,https://calil.jp/search?q=%E5%AF%BA%E5%86%85%E5%A4%A7%E5%90%89%20%E3%81%AF%E3%81%90%E3%82%8C%E5%BF%B5%E4%BB%8F
池波正太郎__錯乱,錯乱,池波正太郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1960_直木賞_43回（1960年上半期）_錯乱_池波正太郎,https://calil.jp/search?q=%E6%B1%A0%E6%B3%A2%E6%AD%A3%E5%A4%AA%E9%83%8E%20%E9%8C%AF%E4%B9%B1
三浦哲郎__忍ぶ川,忍ぶ川,三浦哲郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1960_芥川賞_44回（1960年下半期）_忍ぶ川_三浦哲郎,https://calil.jp/search?q=%E4%B8%89%E6%B5%A6%E5%93%B2%E9%83%8E%20%E5%BF%8D%E3%81%B6%E5%B7%9D
北杜夫__夜と霧の隅で,夜と霧の隅で,北杜夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1960_芥川賞_43回（1960年上半期）_夜と霧の隅で_北杜夫,https://calil.jp/search?q=%E5%8C%97%E6%9D%9C%E5%A4%AB%20%E5%A4%9C%E3%81%A8%E9%9C%A7%E3%81%AE%E9%9A%85%E3%81%A7
司馬遼太郎__梟の城,梟の城,司馬遼太郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1959_直木賞_42回（1959年下半期）_梟の城_司馬遼太郎,https://calil.jp/search?q=%E5%8F%B8%E9%A6%AC%E9%81%BC%E5%A4%AA%E9%83%8E%20%E6%A2%9F%E3%81%AE%E5%9F%8E
