著者__受賞・最終候補作,受賞作,著者名,ISBN10,ImageURL,賞名,Calil
車谷長吉__赤目四十八瀧心中未遂,赤目四十八瀧心中未遂,車谷長吉,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1998_直木賞_119回（1998年上半期）_赤目四十八瀧心中未遂_車谷長吉,https://calil.jp/search?q=%E8%BB%8A%E8%B0%B7%E9%95%B7%E5%90%89%20%E8%B5%A4%E7%9B%AE%E5%9B%9B%E5%8D%81%E5%85%AB%E7%80%A7%E5%BF%83%E4%B8%AD%E6%9C%AA%E9%81%82
梁石日__血と骨,血と骨,梁石日,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1998_山本周五郎賞_第11回（1998年）受賞_血と骨_梁石日,https://calil.jp/search?q=%E6%A2%81%E7%9F%B3%E6%97%A5%20%E8%A1%80%E3%81%A8%E9%AA%A8
池井戸潤__果つる底なき,果つる底なき,池井戸潤,4062093677,https://images-na.ssl-images-amazon.com/images/P/4062093677.09.LZZZZZZZ,1998_江戸川乱歩賞_第44回（1998年度）受賞_果つる底なき_池井戸潤,https://calil.jp/book/4062093677
福井晴敏__Twelve Y. O.,Twelve Y. O.,福井晴敏,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1998_江戸川乱歩賞_第44回（1998年度）受賞_Twelve Y. O._福井晴敏,https://calil.jp/search?q=%E7%A6%8F%E4%BA%95%E6%99%B4%E6%95%8F%20Twelve%20Y.%20O.
平野啓一郎__日蝕,日蝕,平野啓一郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1998_芥川賞_120回（1998年下半期）_日蝕_平野啓一郎,https://calil.jp/search?q=%E5%B9%B3%E9%87%8E%E5%95%93%E4%B8%80%E9%83%8E%20%E6%97%A5%E8%9D%95
藤沢周__ブエノスアイレス午前零時,ブエノスアイレス午前零時,藤沢周,4309012337,https://images-na.ssl-images-amazon.com/images/P/4309012337.09.LZZZZZZZ,1998_芥川賞_119回（1998年上半期）_ブエノスアイレス午前零時_藤沢周,https://calil.jp/book/4309012337
花村萬月__ゲルマニウムの夜,ゲルマニウムの夜,花村萬月,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1998_芥川賞_119回（1998年上半期）_ゲルマニウムの夜_花村萬月,https://calil.jp/search?q=%E8%8A%B1%E6%9D%91%E8%90%AC%E6%9C%88%20%E3%82%B2%E3%83%AB%E3%83%9E%E3%83%8B%E3%82%A6%E3%83%A0%E3%81%AE%E5%A4%9C
浅田次郎__鉄道員（ぽっぽや）,鉄道員（ぽっぽや）,浅田次郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1997_直木賞_117回（1997年上半期）_鉄道員（ぽっぽや）_浅田次郎,https://calil.jp/search?q=%E6%B5%85%E7%94%B0%E6%AC%A1%E9%83%8E%20%E3%81%BD%E3%81%A3%E3%81%BD%E3%82%84
篠田節子__女たちのジハード,女たちのジハード,篠田節子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1997_直木賞_117回（1997年上半期）_女たちのジハード_篠田節子,https://calil.jp/search?q=%E7%AF%A0%E7%94%B0%E7%AF%80%E5%AD%90%20%E5%A5%B3%E3%81%9F%E3%81%A1%E3%81%AE%E3%82%B8%E3%83%8F%E3%83%BC%E3%83%89
野沢尚__破線のマリス,破線のマリス,野沢尚,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1997_江戸川乱歩賞_第43回（1997年度）受賞_破線のマリス_野沢尚,https://calil.jp/search?q=%E9%87%8E%E6%B2%A2%E5%B0%9A%20%E7%A0%B4%E7%B7%9A%E3%81%AE%E3%83%9E%E3%83%AA%E3%82%B9
目取真俊__水滴,水滴,目取真俊,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1997_芥川賞_117回（1997年上半期）_水滴_目取真俊,https://calil.jp/search?q=%E7%9B%AE%E5%8F%96%E7%9C%9F%E4%BF%8A%20%E6%B0%B4%E6%BB%B4
坂東眞砂子__山妣,山妣,坂東眞砂子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1996_直木賞_116回（1996年下半期）_山妣_坂東眞砂子,https://calil.jp/search?q=%E5%9D%82%E6%9D%B1%E7%9C%9E%E7%A0%82%E5%AD%90%20%E5%B1%B1%E5%A6%A3
渡辺容子__左手に告げるなかれ,左手に告げるなかれ,渡辺容子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1996_江戸川乱歩賞_第42回（1996年度）受賞_左手に告げるなかれ_渡辺容子,https://calil.jp/search?q=%E6%B8%A1%E8%BE%BA%E5%AE%B9%E5%AD%90%20%E5%B7%A6%E6%89%8B%E3%81%AB%E5%91%8A%E3%81%92%E3%82%8B%E3%81%AA%E3%81%8B%E3%82%8C
辻仁成__海峡の光,海峡の光,辻仁成,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1996_芥川賞_116回（1996年下半期）_海峡の光_辻仁成,https://calil.jp/search?q=%E8%BE%BB%E4%BB%81%E6%88%90%20%E6%B5%B7%E5%B3%A1%E3%81%AE%E5%85%89
柳美里__家族シネマ,家族シネマ,柳美里,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1996_芥川賞_116回（1996年下半期）_家族シネマ_柳美里,https://calil.jp/search?q=%E6%9F%B3%E7%BE%8E%E9%87%8C%20%E5%AE%B6%E6%97%8F%E3%82%B7%E3%83%8D%E3%83%9E
川上弘美__蛇を踏む,蛇を踏む,川上弘美,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1996_芥川賞_115回（1996年上半期）_蛇を踏む_川上弘美,https://calil.jp/search?q=%E5%B7%9D%E4%B8%8A%E5%BC%98%E7%BE%8E%20%E8%9B%87%E3%82%92%E8%B8%8F%E3%82%80
小池真理子__恋,恋,小池真理子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1995_直木賞_114回（1995年下半期）_恋_小池真理子,https://calil.jp/search?q=%E5%B0%8F%E6%B1%A0%E7%9C%9F%E7%90%86%E5%AD%90%20%E6%81%8B
赤瀬川隼__白球残映,白球残映,赤瀬川隼,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1995_直木賞_113回（1995年上半期）_白球残映_赤瀬川隼,https://calil.jp/search?q=%E8%B5%A4%E7%80%AC%E5%B7%9D%E9%9A%BC%20%E7%99%BD%E7%90%83%E6%AE%8B%E6%98%A0
又吉栄喜__豚の報い,豚の報い,又吉栄喜,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1995_芥川賞_114回（1995年下半期）_豚の報い_又吉栄喜,https://calil.jp/search?q=%E5%8F%88%E5%90%89%E6%A0%84%E5%96%9C%20%E8%B1%9A%E3%81%AE%E5%A0%B1%E3%81%84
保坂和志__この人の閾,この人の閾,保坂和志,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1995_芥川賞_113回（1995年上半期）_この人の閾_保坂和志,https://calil.jp/search?q=%E4%BF%9D%E5%9D%82%E5%92%8C%E5%BF%97%20%E3%81%93%E3%81%AE%E4%BA%BA%E3%81%AE%E9%96%BE
中村彰彦__二つの山河,二つの山河,中村彰彦,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1994_直木賞_111回（1994年上半期）_二つの山河_中村彰彦,https://calil.jp/search?q=%E4%B8%AD%E6%9D%91%E5%BD%B0%E5%BD%A6%20%E4%BA%8C%E3%81%A4%E3%81%AE%E5%B1%B1%E6%B2%B3
海老沢泰久__帰郷,帰郷,海老沢泰久,416314580X,https://images-na.ssl-images-amazon.com/images/P/416314580X.09.LZZZZZZZ,1994_直木賞_111回（1994年上半期）_帰郷_海老沢泰久,https://calil.jp/book/416314580X
中嶋博行__検察捜査,検察捜査,中嶋博行,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1994_江戸川乱歩賞_第40回（1994年度）受賞_検察捜査_中嶋博行,https://calil.jp/search?q=%E4%B8%AD%E5%B6%8B%E5%8D%9A%E8%A1%8C%20%E6%A4%9C%E5%AF%9F%E6%8D%9C%E6%9F%BB
笙野頼子__タイムスリップ・コンビナート,タイムスリップ・コンビナート,笙野頼子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1994_芥川賞_111回（1994年上半期）_タイムスリップ・コンビナート_笙野頼子,https://calil.jp/search?q=%E7%AC%99%E9%87%8E%E9%A0%BC%E5%AD%90%20%E3%82%BF%E3%82%A4%E3%83%A0%E3%82%B9%E3%83%AA%E3%83%83%E3%83%97%E3%83%BB%E3%82%B3%E3%83%B3%E3%83%93%E3%83%8A%E3%83%BC%E3%83%88
室井光広__おどるでく,おどるでく,室井光広,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1994_芥川賞_111回（1994年上半期）_おどるでく_室井光広,https://calil.jp/search?q=%E5%AE%A4%E4%BA%95%E5%85%89%E5%BA%83%20%E3%81%8A%E3%81%A9%E3%82%8B%E3%81%A7%E3%81%8F
大沢在昌__新宿鮫無間人形,新宿鮫無間人形,大沢在昌,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1993_直木賞_110回（1993年下半期）_新宿鮫 無間人形_大沢在昌,https://calil.jp/search?q=%E5%A4%A7%E6%B2%A2%E5%9C%A8%E6%98%8C%20%E6%96%B0%E5%AE%BF%E9%AE%AB%E7%84%A1%E9%96%93%E4%BA%BA%E5%BD%A2
佐藤雅美__恵比寿屋喜兵衛手控え,恵比寿屋喜兵衛手控え,佐藤雅美,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1993_直木賞_110回（1993年下半期）_恵比寿屋喜兵衛手控え_佐藤雅美,https://calil.jp/search?q=%E4%BD%90%E8%97%A4%E9%9B%85%E7%BE%8E%20%E6%81%B5%E6%AF%94%E5%AF%BF%E5%B1%8B%E5%96%9C%E5%85%B5%E8%A1%9B%E6%89%8B%E6%8E%A7%E3%81%88
北原亞以子__恋忘れ草,恋忘れ草,北原亞以子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1993_直木賞_109回（1993年上半期）_恋忘れ草_北原亞以子,https://calil.jp/search?q=%E5%8C%97%E5%8E%9F%E4%BA%9E%E4%BB%A5%E5%AD%90%20%E6%81%8B%E5%BF%98%E3%82%8C%E8%8D%89
高村薫__マークスの山,マークスの山,高村薫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1993_直木賞_109回（1993年上半期）_マークスの山_高村薫,https://calil.jp/search?q=%E9%AB%98%E6%9D%91%E8%96%AB%20%E3%83%9E%E3%83%BC%E3%82%AF%E3%82%B9%E3%81%AE%E5%B1%B1
桐野夏生__顔に降りかかる雨,顔に降りかかる雨,桐野夏生,4062066688,https://images-na.ssl-images-amazon.com/images/P/4062066688.09.LZZZZZZZ,1993_江戸川乱歩賞_第39回（1993年度）受賞_顔に降りかかる雨_桐野夏生,https://calil.jp/book/4062066688
奥泉光__石の来歴,石の来歴,奥泉光,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1993_芥川賞_110回（1993年下半期）_石の来歴_奥泉光,https://calil.jp/search?q=%E5%A5%A5%E6%B3%89%E5%85%89%20%E7%9F%B3%E3%81%AE%E6%9D%A5%E6%AD%B4
吉目木晴彦__寂寥郊野,寂寥郊野,吉目木晴彦,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1993_芥川賞_109回（1993年上半期）_寂寥郊野_吉目木晴彦,https://calil.jp/search?q=%E5%90%89%E7%9B%AE%E6%9C%A8%E6%99%B4%E5%BD%A6%20%E5%AF%82%E5%AF%A5%E9%83%8A%E9%87%8E
出久根達郎__佃島ふたり書房,佃島ふたり書房,出久根達郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1992_直木賞_108回（1992年下半期）_佃島ふたり書房_出久根達郎,https://calil.jp/search?q=%E5%87%BA%E4%B9%85%E6%A0%B9%E9%81%94%E9%83%8E%20%E4%BD%83%E5%B3%B6%E3%81%B5%E3%81%9F%E3%82%8A%E6%9B%B8%E6%88%BF
伊集院静__受け月,受け月,伊集院静,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1992_直木賞_107回（1992年上半期）_受け月_伊集院静,https://calil.jp/search?q=%E4%BC%8A%E9%9B%86%E9%99%A2%E9%9D%99%20%E5%8F%97%E3%81%91%E6%9C%88
川田弥一郎__白く長い廊下,白く長い廊下,川田弥一郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1992_江戸川乱歩賞_第38回（1992年度）受賞_白く長い廊下_川田弥一郎,https://calil.jp/search?q=%E5%B7%9D%E7%94%B0%E5%BC%A5%E4%B8%80%E9%83%8E%20%E7%99%BD%E3%81%8F%E9%95%B7%E3%81%84%E5%BB%8A%E4%B8%8B
多和田葉子__犬婿入り,犬婿入り,多和田葉子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1992_芥川賞_108回（1992年下半期）_犬婿入り_多和田葉子,https://calil.jp/search?q=%E5%A4%9A%E5%92%8C%E7%94%B0%E8%91%89%E5%AD%90%20%E7%8A%AC%E5%A9%BF%E5%85%A5%E3%82%8A
藤原智美__運転士,運転士,藤原智美,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1992_芥川賞_107回（1992年上半期）_運転士_藤原智美,https://calil.jp/search?q=%E8%97%A4%E5%8E%9F%E6%99%BA%E7%BE%8E%20%E9%81%8B%E8%BB%A2%E5%A3%AB
高橋義夫__狼奉行,狼奉行,高橋義夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1991_直木賞_106回（1991年下半期）_狼奉行_高橋義夫,https://calil.jp/search?q=%E9%AB%98%E6%A9%8B%E7%BE%A9%E5%A4%AB%20%E7%8B%BC%E5%A5%89%E8%A1%8C
高橋克彦__緋い記憶,緋い記憶,高橋克彦,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1991_直木賞_106回（1991年下半期）_緋い記憶_高橋克彦,https://calil.jp/search?q=%E9%AB%98%E6%A9%8B%E5%85%8B%E5%BD%A6%20%E7%B7%8B%E3%81%84%E8%A8%98%E6%86%B6
宮城谷昌光__夏姫春秋,夏姫春秋,宮城谷昌光,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1991_直木賞_105回（1991年上半期）_夏姫春秋_宮城谷昌光,https://calil.jp/search?q=%E5%AE%AE%E5%9F%8E%E8%B0%B7%E6%98%8C%E5%85%89%20%E5%A4%8F%E5%A7%AB%E6%98%A5%E7%A7%8B
真保裕一__連鎖,連鎖,真保裕一,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1991_江戸川乱歩賞_第37回（1991年度）受賞_連鎖_真保裕一,https://calil.jp/search?q=%E7%9C%9F%E4%BF%9D%E8%A3%95%E4%B8%80%20%E9%80%A3%E9%8E%96
鳴海章__ナイト・ダンサー,ナイト・ダンサー,鳴海章,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1991_江戸川乱歩賞_第37回（1991年度）受賞_ナイト・ダンサー_鳴海章,https://calil.jp/search?q=%E9%B3%B4%E6%B5%B7%E7%AB%A0%20%E3%83%8A%E3%82%A4%E3%83%88%E3%83%BB%E3%83%80%E3%83%B3%E3%82%B5%E3%83%BC
松村栄子__至高聖所アバトーン,至高聖所アバトーン,松村栄子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1991_芥川賞_106回（1991年下半期）_至高聖所アバトーン_松村栄子,https://calil.jp/search?q=%E6%9D%BE%E6%9D%91%E6%A0%84%E5%AD%90%20%E8%87%B3%E9%AB%98%E8%81%96%E6%89%80%E3%82%A2%E3%83%90%E3%83%88%E3%83%BC%E3%83%B3
荻野アンナ__背負い水,背負い水,荻野アンナ,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1991_芥川賞_105回（1991年上半期）_背負い水_荻野アンナ,https://calil.jp/search?q=%E8%8D%BB%E9%87%8E%E3%82%A2%E3%83%B3%E3%83%8A%20%E8%83%8C%E8%B2%A0%E3%81%84%E6%B0%B4
辺見庸__自動起床装置,自動起床装置,辺見庸,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1991_芥川賞_105回（1991年上半期）_自動起床装置_辺見庸,https://calil.jp/search?q=%E8%BE%BA%E8%A6%8B%E5%BA%B8%20%E8%87%AA%E5%8B%95%E8%B5%B7%E5%BA%8A%E8%A3%85%E7%BD%AE
古川薫__漂泊者のアリア,漂泊者のアリア,古川薫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1990_直木賞_104回（1990年下半期）_漂泊者のアリア_古川薫,https://calil.jp/search?q=%E5%8F%A4%E5%B7%9D%E8%96%AB%20%E6%BC%82%E6%B3%8A%E8%80%85%E3%81%AE%E3%82%A2%E3%83%AA%E3%82%A2
泡坂妻夫__蔭桔梗,蔭桔梗,泡坂妻夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1990_直木賞_103回（1990年上半期）_蔭桔梗_泡坂妻夫,https://calil.jp/search?q=%E6%B3%A1%E5%9D%82%E5%A6%BB%E5%A4%AB%20%E8%94%AD%E6%A1%94%E6%A2%97
鳥羽亮__剣の道殺人事件,剣の道殺人事件,鳥羽亮,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1990_江戸川乱歩賞_第36回（1990年度）受賞_剣の道殺人事件_鳥羽亮,https://calil.jp/search?q=%E9%B3%A5%E7%BE%BD%E4%BA%AE%20%E5%89%A3%E3%81%AE%E9%81%93%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6
阿部陽一__フェニックスの弔鐘,フェニックスの弔鐘,阿部陽一,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1990_江戸川乱歩賞_第36回（1990年度）受賞_フェニックスの弔鐘_阿部陽一,https://calil.jp/search?q=%E9%98%BF%E9%83%A8%E9%99%BD%E4%B8%80%20%E3%83%95%E3%82%A7%E3%83%8B%E3%83%83%E3%82%AF%E3%82%B9%E3%81%AE%E5%BC%94%E9%90%98
小川洋子__妊娠カレンダー,妊娠カレンダー,小川洋子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1990_芥川賞_104回（1990年下半期）_妊娠カレンダー_小川洋子,https://calil.jp/search?q=%E5%B0%8F%E5%B7%9D%E6%B4%8B%E5%AD%90%20%E5%A6%8A%E5%A8%A0%E3%82%AB%E3%83%AC%E3%83%B3%E3%83%80%E3%83%BC
辻原登__村の名前,村の名前,辻原登,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1990_芥川賞_103回（1990年上半期）_村の名前_辻原登,https://calil.jp/search?q=%E8%BE%BB%E5%8E%9F%E7%99%BB%20%E6%9D%91%E3%81%AE%E5%90%8D%E5%89%8D
星川清司__小伝抄,小伝抄,星川清司,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1989_直木賞_102回（1989年下半期）_小伝抄_星川清司,https://calil.jp/search?q=%E6%98%9F%E5%B7%9D%E6%B8%85%E5%8F%B8%20%E5%B0%8F%E4%BC%9D%E6%8A%84
原【りょう】__私が殺した少女,私が殺した少女,原【りょう】,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1989_直木賞_102回（1989年下半期）_私が殺した少女_原【りょう】,https://calil.jp/search?q=%E5%8E%9F%E3%80%90%E3%82%8A%E3%82%87%E3%81%86%E3%80%91%20%E7%A7%81%E3%81%8C%E6%AE%BA%E3%81%97%E3%81%9F%E5%B0%91%E5%A5%B3
ねじめ正一__高円寺純情商店街,高円寺純情商店街,ねじめ正一,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1989_直木賞_101回（1989年上半期）_高円寺純情商店街_ねじめ正一,https://calil.jp/search?q=%E3%81%AD%E3%81%98%E3%82%81%E6%AD%A3%E4%B8%80%20%E9%AB%98%E5%86%86%E5%AF%BA%E7%B4%94%E6%83%85%E5%95%86%E5%BA%97%E8%A1%97
笹倉明__遠い国からの殺人者,遠い国からの殺人者,笹倉明,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1989_直木賞_101回（1989年上半期）_遠い国からの殺人者_笹倉明,https://calil.jp/search?q=%E7%AC%B9%E5%80%89%E6%98%8E%20%E9%81%A0%E3%81%84%E5%9B%BD%E3%81%8B%E3%82%89%E3%81%AE%E6%AE%BA%E4%BA%BA%E8%80%85
長坂秀佳__浅草エノケン一座の嵐,浅草エノケン一座の嵐,長坂秀佳,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1989_江戸川乱歩賞_第35回（1989年度）受賞_浅草エノケン一座の嵐_長坂秀佳,https://calil.jp/search?q=%E9%95%B7%E5%9D%82%E7%A7%80%E4%BD%B3%20%E6%B5%85%E8%8D%89%E3%82%A8%E3%83%8E%E3%82%B1%E3%83%B3%E4%B8%80%E5%BA%A7%E3%81%AE%E5%B5%90
大岡玲__表層生活,表層生活,大岡玲,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1989_芥川賞_102回（1989年下半期）_表層生活_大岡玲,https://calil.jp/search?q=%E5%A4%A7%E5%B2%A1%E7%8E%B2%20%E8%A1%A8%E5%B1%A4%E7%94%9F%E6%B4%BB
瀧澤美恵子__ネコババのいる町で,ネコババのいる町で,瀧澤美恵子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1989_芥川賞_102回（1989年下半期）_ネコババのいる町で_瀧澤美恵子,https://calil.jp/search?q=%E7%80%A7%E6%BE%A4%E7%BE%8E%E6%81%B5%E5%AD%90%20%E3%83%8D%E3%82%B3%E3%83%90%E3%83%90%E3%81%AE%E3%81%84%E3%82%8B%E7%94%BA%E3%81%A7
西木正明__凍れる瞳・端島の女,凍れる瞳・端島の女,西木正明,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1988_直木賞_99回（1988年上半期）_凍れる瞳・端島の女_西木正明,https://calil.jp/search?q=%E8%A5%BF%E6%9C%A8%E6%AD%A3%E6%98%8E%20%E5%87%8D%E3%82%8C%E3%82%8B%E7%9E%B3%E3%83%BB%E7%AB%AF%E5%B3%B6%E3%81%AE%E5%A5%B3
景山民夫__遠い海から来たCOO,遠い海から来たCOO,景山民夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1988_直木賞_99回（1988年上半期）_遠い海から来たCOO_景山民夫,https://calil.jp/search?q=%E6%99%AF%E5%B1%B1%E6%B0%91%E5%A4%AB%20%E9%81%A0%E3%81%84%E6%B5%B7%E3%81%8B%E3%82%89%E6%9D%A5%E3%81%9FCOO
杉本章子__東京新大橋雨中図,東京新大橋雨中図,杉本章子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1988_直木賞_100回（1988年下半期）_東京新大橋雨中図_杉本章子,https://calil.jp/search?q=%E6%9D%89%E6%9C%AC%E7%AB%A0%E5%AD%90%20%E6%9D%B1%E4%BA%AC%E6%96%B0%E5%A4%A7%E6%A9%8B%E9%9B%A8%E4%B8%AD%E5%9B%B3
藤堂志津子__熟れてゆく夏,熟れてゆく夏,藤堂志津子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1988_直木賞_100回（1988年下半期）_熟れてゆく夏_藤堂志津子,https://calil.jp/search?q=%E8%97%A4%E5%A0%82%E5%BF%97%E6%B4%A5%E5%AD%90%20%E7%86%9F%E3%82%8C%E3%81%A6%E3%82%86%E3%81%8F%E5%A4%8F
坂本光一__白色の残像,白色の残像,坂本光一,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1988_江戸川乱歩賞_第34回（1988年度）受賞_白色の残像_坂本光一 ,https://calil.jp/search?q=%E5%9D%82%E6%9C%AC%E5%85%89%E4%B8%80%20%E7%99%BD%E8%89%B2%E3%81%AE%E6%AE%8B%E5%83%8F
新井満__尋ね人の時間,尋ね人の時間,新井満,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1988_芥川賞_99回（1988年上半期）_尋ね人の時間_新井満,https://calil.jp/search?q=%E6%96%B0%E4%BA%95%E6%BA%80%20%E5%B0%8B%E3%81%AD%E4%BA%BA%E3%81%AE%E6%99%82%E9%96%93
李良枝__由煕,由煕,李良枝,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1988_芥川賞_100回（1988年下半期）_由煕_李良枝,https://calil.jp/search?q=%E6%9D%8E%E8%89%AF%E6%9E%9D%20%E7%94%B1%E7%85%95
南木佳士__ダイヤモンドダスト,ダイヤモンドダスト,南木佳士,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1988_芥川賞_100回（1988年下半期）_ダイヤモンドダスト_南木佳士,https://calil.jp/search?q=%E5%8D%97%E6%9C%A8%E4%BD%B3%E5%A3%AB%20%E3%83%80%E3%82%A4%E3%83%A4%E3%83%A2%E3%83%B3%E3%83%89%E3%83%80%E3%82%B9%E3%83%88
阿部牧郎__それぞれの終楽章,それぞれの終楽章,阿部牧郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1987_直木賞_98回（1987年下半期）_それぞれの終楽章_阿部牧郎,https://calil.jp/search?q=%E9%98%BF%E9%83%A8%E7%89%A7%E9%83%8E%20%E3%81%9D%E3%82%8C%E3%81%9E%E3%82%8C%E3%81%AE%E7%B5%82%E6%A5%BD%E7%AB%A0
白石一郎__海狼伝,海狼伝,白石一郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1987_直木賞_97回（1987年上半期）_海狼伝_白石一郎,https://calil.jp/search?q=%E7%99%BD%E7%9F%B3%E4%B8%80%E9%83%8E%20%E6%B5%B7%E7%8B%BC%E4%BC%9D
山田詠美__ソウル・ミュージック・ラバーズ・オンリー,ソウル・ミュージック・ラバーズ・オンリー,山田詠美,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1987_直木賞_97回（1987年上半期）_ソウル・ミュージック・ラバーズ・オンリー_山田詠美,https://calil.jp/search?q=%E5%B1%B1%E7%94%B0%E8%A9%A0%E7%BE%8E%20%E3%82%BD%E3%82%A6%E3%83%AB%E3%83%BB%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%B8%E3%83%83%E3%82%AF%E3%83%BB%E3%83%A9%E3%83%90%E3%83%BC%E3%82%BA%E3%83%BB%E3%82%AA%E3%83%B3%E3%83%AA%E3%83%BC
石井敏弘__風のターン・ロード,風のターン・ロード,石井敏弘,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1987_江戸川乱歩賞_第33回（1987年度）受賞_風のターン・ロード_石井敏弘,https://calil.jp/search?q=%E7%9F%B3%E4%BA%95%E6%95%8F%E5%BC%98%20%E9%A2%A8%E3%81%AE%E3%82%BF%E3%83%BC%E3%83%B3%E3%83%BB%E3%83%AD%E3%83%BC%E3%83%89
三浦清宏__長男の出家,長男の出家,三浦清宏,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1987_芥川賞_98回（1987年下半期）_長男の出家_三浦清宏,https://calil.jp/search?q=%E4%B8%89%E6%B5%A6%E6%B8%85%E5%AE%8F%20%E9%95%B7%E7%94%B7%E3%81%AE%E5%87%BA%E5%AE%B6
